Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,2,2,3,25,94,104,52,12,5,1,-18.17856448564049,16.149898289857394,3.432846277549789
right_shoulder,2,6,17,79,147,36,10,1,1,1,-23.370932822408424,31.21468112496336,5.458561394737178
left_elbow,1,0,0,0,31,263,4,0,0,1,-121.14407789244343,105.82896609972208,22.69730439921655
right_elbow,1,0,0,6,110,159,23,0,0,1,-50.415428469512946,47.398698278067066,9.781412674758002
left_hip,1,0,0,11,167,113,7,0,0,1,-53.47246989694766,55.39289870153517,10.886536859848285
right_hip,17,1,1,4,115,136,8,2,1,15,-171.6396507986077,170.06057216158646,34.170022296019425
left_knee,4,3,7,10,91,158,9,8,5,5,-145.18287720840672,136.54815446077652,28.173103166918324
right_knee,2,9,24,42,50,91,36,29,13,4,-151.3191389754312,142.97520799012415,29.429434696555532
