Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,63,2,4,2,7,11,4,4,3,2,0.0,254.7079662934893,25.470796629348932
right_shoulder,62,3,3,1,4,11,7,3,5,3,0.0,232.47935053247215,23.247935053247215
left_elbow,63,4,4,1,8,10,4,2,5,1,0.0,247.1583951746799,24.71583951746799
right_elbow,64,0,3,3,10,8,5,4,3,2,0.0,245.50281540958164,24.550281540958164
left_hip,63,5,4,1,6,12,2,3,5,1,0.0,246.0712755882682,24.60712755882682
right_hip,63,3,2,3,6,11,4,3,3,4,0.0,244.03006154777023,24.403006154777025
left_knee,65,3,2,3,1,8,9,3,3,5,0.0,222.4168752304645,22.24168752304645
right_knee,61,5,4,2,4,8,6,5,4,3,0.0,230.35842629756272,23.03584262975627
