frame_id,left_shoulder,right_shoulder,left_elbow,right_elbow,left_hip,right_hip,left_knee,right_knee,average
1,0.5080014115853907,0.4983516106775867,12.876819352144434,0.5629500209536248,1.213907249240156,0.6218830595309666,0.3516087501621021,0.3484329327173854,2.1227442983764564
2,0.16671431233889605,1.2387001667050448,0.16271534232023255,0.16251616469207347,0.9125448463780592,0.1619309815771929,0.16029722853241485,0.15986890864502518,0.39066099389861736
3,0.3046142389943046,0.9619722064352192,0.7852580992806489,0.7955297938624729,0.7270949975051213,6.115921678978548,0.7437934563533019,0.7363221111118421,1.3963133228151825
4,7.8215218431230005,2.180159061265382,1.0892314479350411,2.3005383802446056,3.792032713806142,6.17816038402947,1.8699429940259944,2.1358969760118143,3.4209354750551815
5,0.8101370405233527,11.445949918643949,1.4669039066913907,0.8528192109077823,4.655545345023343,5.289715628699357,1.1743214158052429,1.0284554515200717,3.340480989726811
6,0.13512366958519229,0.11166753108547356,0.1425100102187584,0.14532976349994192,0.12789699813830227,0.8638396966457491,0.9126300684825196,0.8645266233391425,0.412940545124385
7,2.8258988452927034,12.968955654515488,2.0315860265171777,2.0403935106025703,3.73940125582164,3.3152311672951638,5.655445196251322,5.014708808017371,4.6989525580391796
8,1.3617274305561566,11.502652731659586,4.114615743188061,3.1258931798805536,2.1245327737980717,3.1895241493758366,1.9341788621617768,1.1190180217241874,3.5590178615430283
9,0.12915122170712726,10.80730473788682,0.8643792811934273,1.0211904142212058,0.12925118590074944,0.8630615708757211,0.8619332655762799,0.8618027230762364,1.942259300054696
10,0.9559942350633608,0.9382413787833648,0.3863295652992595,1.3128241327867864,1.1265333442752714,0.30202191843094833,2.364509750396681,0.20798862913373795,0.9493053692711763
11,6.655075811561481,2.862273896847927,12.648385124245088,3.0221979061929662,3.1973532367652924,3.536300331962248,1.7696721406267293,3.549598918669411,4.655107170858893
12,10.051166018091298,0.3660162568985414,14.458736275120106,1.4435517315003412,5.164354644607152,5.993936054503416,1.0746683784728328,1.0721980785687466,4.953078429720304
13,10.129351965200966,0.17021727888666982,15.197334435955801,0.16177026094325742,6.266317675805702,0.11521060544896908,0.06579466165714283,0.9287875835287241,4.129348058428405
14,3.684499227730417,3.6549134675005113,15.801456685307741,2.7120665203387584,4.793972729076887,1.6252043366625766,5.630645186069981,5.170861426924327,5.3842024474514
15,11.018194500872118,0.19149998393849288,0.9825045279087788,0.12860128627192935,0.07055596125252547,0.06826296760510887,0.04375178852853262,0.031593326438713834,1.566870542852025
16,13.089285721237555,0.7454439524512827,18.012474773203227,0.6781765022323987,0.6684519962712601,1.456591252407618,0.314766511852547,0.6985037035482619,4.4579618016505185
17,0.7070059283676449,0.32182399732815536,1.157179074178189,0.2804531147273075,0.222907103325669,0.2324421437024771,0.15926034030868394,0.18144049245408825,0.4078140242990269
18,4.394477010168682,3.591248435043988,3.3372517377362536,3.5550007708799782,3.3070755865481107,3.3046001755405143,4.806507509103829,3.2536876102414816,3.693731104407855
19,1.566287768523135,0.769130741325479,0.7808898925840883,0.7900142109600269,0.7995024353123577,0.8133227668691119,1.7390970721952317,0.8400425272342191,1.0122859268754563
20,0.945132396529717,0.0595360584396618,0.038514007470376345,0.039164543976250674,0.0323566975527176,1.4130993278650972,0.050921512344370576,0.05047767941045568,0.32865027794858087
21,1.2533173209602542,0.691793669316535,0.24076859873499945,0.2497582824988948,0.18756153930263625,1.2151356482524076,0.10257850637641024,1.2886385008124617,0.6536940082818249
22,3.7977913668358467,3.7127617822473535,3.4594670809040116,3.211757627326409,3.414639369191772,4.141586211389101,3.244816528317743,3.946930830181015,3.6162188495491563
23,0.26330533202269324,1.2607116600413926,0.2982896608324471,1.193289289689672,0.7865757002751225,0.7965587606228786,0.4186222861244333,0.9865317228955294,0.7504855515630211
24,0.2512799963486517,0.7160774071212159,0.7037140275200887,0.7184617831123057,0.4096028131343957,1.5451948568087794,0.5244949420968984,0.5724788779444565,0.6801630880108489
