frame_id,left_shoulder,right_shoulder,left_elbow,right_elbow,left_hip,right_hip,left_knee,right_knee,average
1,188.68890375979996,149.42561927215186,206.338529760597,140.08065616032394,193.25030415205663,164.7014097110614,202.9489977842624,173.83644771901058,177.40885853990795
2,153.33778747012673,158.22594464322788,151.9539338971019,166.01162142507255,160.9931503851846,177.11061887673765,198.48297113863842,205.41102726867692,171.44088188809584
3,46.03525465717734,11.877064921231478,3.3400246276748358,26.513240205480887,38.0548910420994,24.35199901891306,16.82804583110353,37.102141612678366,25.512832739544862
4,196.72936722657863,157.65689871354024,148.36898005074238,139.3086455091393,197.7093750097619,186.182070728802,201.7638792088916,189.71268506857183,177.1789876895035
5,1.7611710340340243,1.3694644197037404,0.8533798061699005,17.52793814940645,0.9167132715481728,0.6646570078132319,0.904514867839672,0.8746778566235875,3.1090645516423474
6,190.07216694071042,147.31690236757018,200.9790983165529,151.21603883920892,187.56394967910995,149.98838100772215,194.1253483496307,176.45875297050426,174.7150798088762
7,22.742643145508715,38.41578236559208,36.539949774058385,59.6987847741809,25.506965884928874,54.1511253081331,27.910152002916387,30.704604163045513,36.9587509272955
8,11.473459858599439,16.11437565317149,36.78346288173657,53.174265324914934,33.574357714503826,24.939296317524573,21.530008275522718,22.96242920797019,27.568956904242963
9,45.34411218295585,23.177791800338067,6.465565964040928,31.104813223114576,37.03096039403968,24.064647979367088,10.356717945230246,22.97948241511056,25.065511488024626
10,4.398227078724942,1.3840415741246672,3.6627847704847416,16.809822938574634,9.460539682241167,12.974169409731653,12.81568327975152,4.1167713231182965,8.202755007093952
11,0.4652996947092664,8.038646626396769,15.873585203436885,22.796919297253066,6.979296534864664,8.856043638622875,22.032255126697176,4.55432971568712,11.199546979708478
12,199.53639327390712,176.38741526607623,148.70925631573627,190.35871689413375,204.54347341666497,202.23081717105381,197.4707285862422,201.5818445061177,190.1023306787415
13,172.12397006945926,184.96023483590486,152.23565695572583,196.9837892321755,180.75851471028759,192.01567690455127,197.7198258787445,206.03362538381882,185.35391174633347
14,27.488125633215734,15.966838608347821,39.257073403396355,30.73364780928203,30.533315801499253,20.839510760967574,30.528277223404153,34.79431771623585,28.767638369543597
15,0.6447548589666361,9.630615241050622,11.219827066801754,27.78341041439328,29.26591514588147,27.950026603991905,33.82362763444273,36.222451800761064,22.06757859578618
16,6.014404033658364,6.103424375382433,17.916975524053747,51.02448133679192,3.3296024440631937,5.349552721919036,16.36938740942757,14.563048644600036,15.083859561237038
17,2.9141966728257587,1.5985259139350372,7.518196269978285,44.018983182388546,7.746396516174352,7.781936383527257,16.227687205644397,10.400732838952763,12.2758318729283
18,1.033637952058874,7.695184337210868,21.598229509319395,3.9756056384791822,6.733487362639876,4.748931450580128,29.326088452672874,24.138753760546514,12.406239807938466
19,1.369850808117932,2.268347924280688,23.128940929429326,7.540273776889392,1.0246562062294309,5.847676196198303,24.048394490387164,22.34099216484901,10.946141562047655
20,2.6188798643437017,6.114477914813148,8.408598386947856,28.54825707434436,15.412109825082224,12.015163245757073,23.130729853531708,12.823266426192186,13.633935323876532
21,1.2822954243075173,8.518080064182197,25.210269984945466,27.12996370324224,15.395167627464364,15.678297597896542,11.153444044921613,0.9028484959743313,13.158795867866782
22,1.4249606080955102,3.392920853526706,27.043168205740198,2.722971717187173,0.641642075369639,3.389814458523712,2.82678224167215,9.30511837708344,6.343422317149815
23,1.3526970662954865,6.648952068982464,31.607745079066554,0.6481161953710876,5.790775646035018,5.789705117904656,127.42243889915524,10.471216353363053,23.716455803271693
24,21.766998001948462,13.466341011400983,38.68041719522975,32.99313439733803,49.53959235041961,29.842962121046604,115.79212368207341,62.664482446131395,45.59325640069853
25,21.490815123913592,11.23964448493765,31.025416971407033,31.46591979160041,41.576676876073144,15.256533541415827,21.818380676453685,52.18687684813928,28.257533039242574
26,2.593643281480147,3.4960617104716043,4.7113246590267535,5.917326456432106,8.886393720745271,12.32785358017885,25.105117282015872,23.35334745440188,10.79888351809406
27,20.14934589260772,11.016547135409043,46.50942365896077,37.017961275220415,18.703899043793136,8.102458160586753,12.261646424896837,6.337979257029192,20.012407606062986
28,12.812361161582086,8.707048758107309,35.358999356369296,31.08969464016533,15.868227224358654,9.565655728406703,25.84943771037145,32.3907326584617,21.455269654727818
29,13.043777440588107,6.684552640182744,22.72956117220088,4.73554153759171,2.114598379768996,0.7238058780623956,3.1851776399659704,2.232014722458552,6.93112867635242
30,5.923813820560429,5.265355431019561,55.87003753198656,3.4840144195578517,5.3247258142625045,5.3770019874321715,4.1133680177084555,10.755891170512193,12.014276024129966
31,92.95980696065979,78.19346471289887,58.16833991754655,94.3956601192304,129.45338212012553,128.07724262272578,141.20496309679712,155.85576040142922,109.78857749392665
32,88.48689813134973,52.12282069939764,94.08992349882256,49.10325180281167,90.37946348632559,70.4263087019614,104.39878810724426,99.91060621021576,81.11475757976608
33,4.9127395034699255,36.14159840081452,22.607248120510462,45.678607366152136,33.30988915995636,60.55113949533008,44.61796480097101,66.8165515265845,39.32946729672363
34,91.24375390452327,86.06051255746583,94.27401013959243,112.04736972576096,124.61546236523102,143.30112929987249,144.50159284526464,171.85820828843597,120.98775489076834
