frame_id,p0_nose,p0_left_eye,p0_right_eye,p0_left_ear,p0_right_ear,p0_left_shoulder,p0_right_shoulder,p0_left_elbow,p0_right_elbow,p0_left_wrist,p0_right_wrist,p0_left_hip,p0_right_hip,p0_left_knee,p0_right_knee,p0_left_ankle,p0_right_ankle,p1_nose,p1_left_eye,p1_right_eye,p1_left_ear,p1_right_ear,p1_left_shoulder,p1_right_shoulder,p1_left_elbow,p1_right_elbow,p1_left_wrist,p1_right_wrist,p1_left_hip,p1_right_hip,p1_left_knee,p1_right_knee,p1_left_ankle,p1_right_ankle,p0_average,p1_average
1,141.61410647254368,141.63176421261576,143.6423890150282,177.63665505589182,153.4721421170634,193.1457014955332,168.98491942981948,148.44643804557785,169.44012899058023,151.5468492941245,175.24409790573708,166.8370535668853,184.56420503881247,191.08472049615654,190.77277437755524,211.12343431058503,204.6337468125787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.40124274335813,0.0
2,157.16707568283377,153.11155746330223,162.1293481106936,178.36667840009233,178.24985777064578,151.01335610324261,145.19712565702864,147.51050053231594,136.625042292311,203.4470196173655,175.4303125813576,159.5523660395206,181.31988148855146,169.91671204188933,187.208151662551,175.3503354030553,170.81385667011835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.61230455981618,0.0
3,18.18216557922885,12.94263607206521,19.441936618970068,2.683577937264655,19.399150047747458,3.4390837608583493,37.53650008091576,6.416688782241394,65.25391925659801,59.664202134370555,59.86757741218047,26.301258341571053,29.26564105092206,38.0347864958561,32.37380631441049,25.133822644397245,28.6241225724757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.50358088835726,0.0
4,1.4276869139923591,1.4190590922615949,1.3409934091094644,1.563465536313853,4.07254217540104,16.104652969192976,6.2455481072115715,1.5323802503073969,3.5443089223400657,67.6999059374551,3.2876141091091844,4.611678848214342,4.9220254526096126,1.3096379974698824,9.462661745452538,12.36591803191628,11.014949900089174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93676643520273,0.0
5,1.3887947631275928,1.2081144687133343,3.666445758429677,1.2803939866756606,9.179259724303828,33.33306478462293,20.295028060529617,63.938229555836514,38.99151579168341,13.051606219704126,55.400446142443045,39.37129982600167,15.380240121693872,2.625119234299519,24.248375449286996,25.033426678466903,7.552870498597722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93789594496567,0.0
6,3.8608523830935306,3.8556120459917547,5.304922995840513,4.607839144118882,4.485905095713313,2.569989944613859,5.395233505352379,12.880010004947701,5.244889658542224,1.6837669548330996,3.8465124217771662,2.3838110606056997,4.795432262902384,12.87470855904033,7.639276443842321,25.759908606627924,5.259571825313224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.614602524303312,0.0
7,2.1125632491933,21.14706543352563,3.9769497546841275,29.997644125157688,1.8560621898111789,45.20771019461199,19.72254564598655,57.574949899994444,44.263479160521115,31.563540884143908,70.744941617648,54.864640523891204,44.14444602828093,57.20334122835971,58.12752766739793,42.91432622262377,47.522786385649404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.232030600675344,0.0
8,3.227994534650137,16.001076957556766,3.6426348956347225,33.98822845309926,4.526257846557381,47.17378038585499,11.887611742258988,59.95268904242123,37.511959960510964,81.82527597744091,68.02325845842671,59.259655284306305,49.49159909609923,67.40576316966013,67.21399337879141,40.76014479198602,46.28285939378087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.06910490406094,0.0
9,1.5439081775868588,2.4144794401048775,1.5532216262426097,1.2233833420606002,2.408867755910092,2.70024490523794,3.699222939364392,49.57422435817222,1.373402071065168,107.93646437248175,2.8839308005272852,9.153517893321974,1.9958828086900702,11.183780499244667,7.988251668294828,36.39181996929871,13.889902532366884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.17144147999829,0.0
10,3.0551833527261456,3.062069968873828,1.6777986103213505,1.9469840316548495,3.057079112699251,2.3237861142056113,2.8491343933896642,29.31013021447096,6.329299453306113,1.84332223736022,2.1340019253021834,20.548159649772952,20.806611802283456,18.40706768578472,12.662710674977012,5.155762410528494,14.356389372700571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.795617118256317,0.0
