Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,1,1,5,5,80,64,8,4,2,1,-20.643129960857852,20.657752557278517,4.1300882518136355
right_shoulder,10,2,1,7,53,79,5,3,1,10,-35.7592906274577,35.42482904371413,7.118411967117183
left_elbow,1,0,3,10,30,89,25,8,3,2,-14.612049935762586,12.180728290472134,2.6792778226234724
right_elbow,11,0,0,1,71,78,0,0,0,10,-106.30718513221849,106.45640641550104,21.276359154771953
left_hip,3,2,0,9,38,105,9,1,1,3,-132.02485122740998,132.02485122740998,26.40497024548199
right_hip,10,1,2,2,35,105,3,2,1,10,-168.68804240792548,168.50136565081752,33.7189408058743
left_knee,2,4,4,5,45,95,5,3,6,2,-132.8032798204788,130.69400193482142,26.349728175530018
right_knee,1,2,1,3,21,134,5,1,1,2,-96.3133923470516,95.40631950086149,19.171971184791317
