Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,37,50,47,47,39,15,3,0,0,2,0.10064267511706212,119.49188801171152,11.939124533659447
right_shoulder,13,7,11,26,44,53,47,22,15,2,2.450109100850068,66.54122439095366,6.409111529010359
left_elbow,8,7,5,3,1,5,23,26,59,103,28.534524997424768,180.0,15.146547500257526
right_elbow,3,2,3,4,0,3,13,63,90,59,31.109075215614496,180.0,14.889092478438549
left_hip,1,1,4,7,20,65,85,45,9,3,31.496941414461432,127.57942851102301,9.60824870965616
right_hip,12,28,43,101,50,4,0,0,1,1,48.53961529266464,161.00802099636775,11.24684057037031
left_knee,3,1,3,3,5,6,9,6,39,165,0.0,180.0,18.0
right_knee,6,0,0,0,3,5,6,25,36,159,0.0,180.0,18.0
