Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,96,8,9,5,0,0,1,3,1,3,0.0,110.08055402622881,11.008055402622881
right_shoulder,101,8,7,5,2,1,1,0,0,1,0.0,96.01091135906952,9.601091135906952
left_elbow,96,21,1,2,1,2,0,0,2,1,0.0,143.16666164481683,14.316666164481683
right_elbow,93,4,5,2,14,3,2,0,0,3,0.0,158.80397514299617,15.880397514299617
left_hip,91,15,7,5,2,1,3,0,0,2,0.0,120.89517860832319,12.08951786083232
right_hip,89,12,3,4,2,8,2,3,1,2,0.0,99.97060634220671,9.99706063422067
left_knee,82,10,10,2,7,5,4,0,4,2,0.0,112.09759391782045,11.209759391782045
right_knee,84,8,7,3,6,3,2,4,6,3,0.0,108.33052757608162,10.833052757608161
