Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,37,36,6,8,7,12,7,2,0,3,27.487571352232386,178.71139514753492,15.122382379530258
right_shoulder,6,6,21,68,15,0,1,0,0,1,0.8104573985500997,129.63598201760692,12.88255246190568
left_elbow,2,3,9,15,28,15,26,15,2,3,142.6023861321551,168.69923742694522,2.609685129479004
right_elbow,1,5,1,7,7,22,35,23,12,5,128.32479550046784,169.29677351076867,4.097197801030092
left_hip,3,4,5,10,11,8,32,22,11,12,5.3804046429284496,179.4370595100634,17.405665486713495
right_hip,6,6,4,4,9,14,9,21,21,24,2.923653911728444,178.22284049137897,17.52991865796505
left_knee,16,11,24,22,10,8,5,6,8,8,0.6621253917902296,180.0,17.933787460820977
right_knee,33,10,20,17,7,11,6,5,6,3,0.15066110889396486,176.12940370975318,17.597874260085923
