Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,13,16,72,79,16,2,0,0,1,1,0.0,174.3220072934945,17.43220072934945
right_shoulder,8,1,20,58,41,34,25,8,3,2,0.0,96.50593158892076,9.650593158892075
left_elbow,14,7,15,19,4,5,11,22,51,52,0.0,179.9999991462264,17.99999991462264
right_elbow,15,5,12,29,3,1,13,15,39,68,0.0,180.0,18.0
left_hip,10,6,11,11,46,89,22,2,0,3,0.0,180.0,18.0
right_hip,11,2,4,15,44,53,49,13,6,3,0.0,148.94912105626042,14.894912105626043
left_knee,10,0,0,0,1,2,0,29,78,80,0.0,180.0,18.0
right_knee,10,1,1,0,0,2,3,13,67,103,0.0,180.0,18.0
