Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,1,0,0,4,64,4,3,0,0,1,-137.5010746308174,151.4202731585986,28.892134778941596
right_shoulder,1,2,1,1,59,8,3,0,0,2,-158.78017104918126,168.63090597894285,32.741107702812414
left_elbow,3,1,1,5,58,4,2,1,1,1,-111.96233564088499,139.5515890905223,25.15139247314073
right_elbow,1,0,4,1,1,60,7,2,0,1,-130.46759105623772,112.89514448426507,24.33627355405028
left_hip,2,2,2,2,3,61,2,2,0,1,-114.3151620774164,110.25390964778059,22.456907172519692
right_hip,2,1,1,4,59,2,2,3,1,2,-121.26047185291964,147.62764613789957,26.88881179908192
left_knee,1,0,2,2,1,5,60,2,1,3,-149.46513171497332,94.48921337561649,24.395434509058987
right_knee,5,1,5,53,6,2,2,2,0,1,-76.37386623832296,119.71946006376854,19.609332630209153
