Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,67,1,4,0,0,0,2,1,0,1,0.0,205.27938430878052,20.527938430878052
right_shoulder,64,4,4,0,0,0,0,2,1,1,0.0,209.07341067794727,20.907341067794725
left_elbow,66,2,4,0,0,2,1,0,0,1,0.0,207.29482343025563,20.729482343025563
right_elbow,65,4,3,0,0,0,0,1,1,2,0.0,205.46199580220448,20.54619958022045
left_hip,66,5,1,0,0,2,0,1,0,1,0.0,211.49541588525975,21.149541588525974
right_hip,66,4,2,0,0,0,1,2,0,1,0.0,211.35460664311125,21.135460664311125
left_knee,65,4,2,1,0,0,0,0,3,1,0.0,191.6807024953645,19.16807024953645
right_knee,67,3,2,0,0,0,1,1,1,1,0.0,195.48978414163867,19.548978414163866
