Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,29,1,1,11,5,24,10,5,2,6,0.0,102.26133232153587,10.226133232153588
right_shoulder,7,8,26,36,11,1,3,1,0,1,1.881496281979516,178.2670029433259,17.63855066613464
left_elbow,8,1,1,2,1,0,1,10,31,39,1.6370132955970216,180.0,17.836298670440296
right_elbow,5,2,4,6,4,1,16,12,14,30,4.491238175983209,177.0864543565446,17.25952161805614
left_hip,7,0,1,19,4,4,12,34,4,9,32.07446188162357,174.06649578838332,14.199203390675976
right_hip,4,7,25,9,26,12,5,2,1,3,11.29760531354787,143.49937929974467,13.220177398619679
left_knee,1,20,2,5,25,3,2,10,16,10,4.305939176853158,175.8874666487209,17.158152747186772
right_knee,15,23,3,7,3,7,13,8,6,9,30.35263154626811,179.36443857361766,14.901180702734958
