frame_id,left_shoulder,right_shoulder,left_elbow,right_elbow,left_hip,right_hip,left_knee,right_knee
0,27.439890322469402,28.55088710437175,28.461866777179317,126.28058153098837,102.10187183945584,107.97636725936854,174.7084178250291,170.56871658092663
1,26.790825037068917,30.277936595878714,28.7036208998873,125.48002975596332,101.58842963872259,107.29560883248429,178.42702408030846,173.90332715103105
2,27.41999336525297,31.44838000432755,28.154136770793276,124.48695989510011,100.54622286714292,109.95696816747964,177.27685712588237,171.88865092171986
3,28.61878807509476,30.117752255860413,44.11798862237068,46.68806571258716,103.1670216739101,107.21139667684669,177.5977391140169,171.54295693314415
4,29.9426328305017,32.45065245424597,46.754560950359426,117.52308023025596,103.77985649291676,106.5654301091845,176.49825753890227,173.68777779763948
5,29.29727752789304,29.76426863181678,41.64499970940519,117.39669090822575,100.98810154554721,108.9314726578672,178.69245401525063,176.75395617083072
6,29.27471181223057,29.843201974198333,42.80294728152846,115.66511738320085,102.92037821320874,106.69213762141854,178.3058236629545,174.08143399305888
7,32.58810444624624,30.885340366184057,55.4036918972493,121.68895353041229,102.86436997537417,105.49943680118696,179.17247671714628,172.40325726330704
8,31.669417090705096,30.142074777833567,39.24708667448586,118.16304704451318,101.37128542063054,108.57307980025051,179.10213622497847,175.53752752077236
9,31.97865366028516,29.43023323195199,44.86103219630513,123.89276208950969,101.03373998327773,108.11917989037983,179.37066183276178,173.2440089726132
10,32.487659917401665,27.861554136815176,50.81732018950748,126.97577308820543,101.5286583731768,107.68609124859567,179.0756414240651,172.1217331382813
11,34.06969499274566,26.45858403304674,55.271738188513126,133.8027090835279,102.89219440072782,106.92288405633121,178.30919864108583,177.17344325406015
12,36.18164748218003,27.779624947336526,74.35053335956493,133.79078796611378,103.16759218618927,107.5827099590332,177.67020976148464,177.39147251949834
13,37.389692810335625,27.548383805484207,72.45486155472251,138.10171547289335,99.6487719193027,111.03371682241632,179.26934976016162,178.35837671221415
14,36.53361079927953,28.117101092042855,72.66541599350967,139.4076663338976,102.7595873653435,107.34367949541057,177.2129861126871,173.79023660359886
15,36.93683125292014,28.44719278949782,72.86905661703842,136.4537405850671,102.82572817045943,106.64796636800486,177.8119620099205,174.81228988962047
16,37.122972477138276,33.76555135419717,85.31195384156509,132.9300191842243,102.74445445530145,107.84684590802433,176.42989881687564,172.93609449429295
17,36.36162935024429,37.34415934239731,65.82734760492801,87.303310021287,103.21596300586485,107.68308399407559,179.15289800335557,171.07244906763682
18,33.07159704350535,46.974118537851744,74.99486242131833,135.5857989055344,102.75333063326688,107.83549166010884,176.1829942073784,178.79887862755126
19,33.013643311380335,39.04420836722011,65.72277015473347,122.91023713494208,102.7458263383947,107.60610705126321,179.08834716564493,177.13899265669824
20,36.63338439186563,36.25638265055801,61.379335326573305,44.33696392667,104.38015417999421,106.44711070745302,178.5134005921456,167.97763614428487
21,33.10322277833262,59.78765499046039,66.74329298956037,117.58474180354408,104.57280392043262,105.9501752679923,175.9980039204167,179.67111553793862
22,34.19508812592259,69.80248720017104,54.79890236495223,24.040285235525513,104.21730909384102,106.48449397662304,178.58762623313655,178.53937769142536
23,33.62784439293264,70.65252753788332,52.82994936619069,78.95543755228675,106.14116262249861,104.43432077095228,178.32076210579595,176.65617458200833
24,33.01977721164695,69.71748370178057,59.59211733641183,114.11237650159957,102.07227089092552,108.0589349976162,178.130500936534,175.0058706245243
25,33.61347710740817,74.13449007392494,55.28698815111019,146.83457769734724,107.15567583269139,102.7877439519189,178.78243287090382,179.9069283308517
26,31.792614453003495,102.15333492142682,54.01458047360127,161.286402428865,102.11858894271653,108.89224650862619,179.6272234755815,178.39429232714406
27,32.86452752652211,104.98170926500906,44.12545009961097,179.5357751376408,103.47656452884226,106.3831546476616,179.27113670898495,179.5129468346184
28,32.64028917597684,110.12453567703605,46.727997552843426,168.7011117907607,105.43463431222064,104.95050297208688,179.73343648073552,177.15928600885132
29,31.486475819251485,107.37402013322988,51.17340837163135,157.4159806560655,103.58614429796913,107.23705609678964,178.73867925965865,177.02727098053003
30,29.696000448546293,106.99059146643143,46.758237437646734,156.98198308010996,104.77822982040678,103.95232477360472,175.50992517462848,178.78539459413508
31,32.985383406582606,101.58253663063216,43.74438883689741,163.71272327974955,104.10238834895638,106.71046452208502,177.02858746860835,179.9999780661579
32,31.834890449773926,93.36649099951697,45.672995021528415,133.12935628000886,102.30607259296687,106.5518824214199,176.63361290636936,179.1649649992258
33,31.711197286535135,96.9723069155537,42.57309496646946,96.33520346251602,106.53784828030084,103.06751756016865,177.59567485062,179.40423780233567
34,33.482411086757814,72.09707391358084,42.80279263856492,66.92854260950706,105.20479998962678,104.55684094590707,176.57078851483482,173.72356362531508
35,32.62584702409077,66.71364474502904,42.936205008111344,59.36329145057877,104.26937728257946,104.727911207211,177.73518410420067,172.9199467248352
36,33.645558979806765,54.895030011681804,48.29196975385164,54.895030011681804,106.84704318725372,103.20843801559435,177.00820989726137,176.40932846538087
37,32.20568347233725,43.67352049894973,41.12622963640555,55.74916497249796,103.47836712831649,107.47685886015334,174.7039207154695,176.56143829356614
38,30.927945206266607,67.6805574565472,41.63447665520467,148.35174452331185,102.83034441176663,107.9751293648525,176.21038629021425,177.0332804880389
39,34.359866737335935,41.93910191867524,116.62144011673932,53.879752519465505,100.91912980504345,110.84568290752429,174.98058615663896,172.61976094569033
40,31.528674132440283,40.14202351433786,106.77028712359771,60.6352401170416,103.01320985078041,108.377623131908,175.7042365788058,171.88904027385684
41,36.70486317171994,49.85255213530888,141.0264717780563,127.29687790677612,98.19551654727817,111.59184140469571,171.33248820985887,166.41034632077103
42,19.69538152288389,40.51784972306221,167.00318826107082,140.80466865574826,102.13495959398257,103.87202780599748,174.7454441711682,155.8844755990513
43,21.859355988263918,41.73067655913204,169.1240381841249,139.56370772322208,98.3981731454085,109.0840578140361,175.45044056716537,157.29945264750106
44,20.859792955186528,34.47785377652345,162.58038583911167,159.4790874890105,103.61397797695241,101.33285782437636,169.2056240480678,153.17286481007187
45,18.493102359752804,37.43789176028916,156.01270701722865,154.61737694641008,101.27720155934452,103.84365254259828,173.59070871342797,153.76694311437026
46,10.818440629000127,36.61495548206782,106.79440296110289,167.06897040602172,101.35474578006477,104.90653446068087,81.4427099887149,137.80133427679803
47,7.249378410398642,41.42754258813253,109.85602604147023,175.88924247776046,102.93463909633498,105.55624398342492,160.90832945927423,142.74650380202664
48,8.055932601137506,43.096537754750244,112.7173260643307,171.89234021788286,104.54970987766941,103.53248949745996,161.35258555094265,138.99071706442882
49,10.461844200894657,44.500411564438586,107.67951521362207,178.84484433741866,103.07563669261613,107.28159334677001,165.31589814868354,141.60642938323758
50,11.833120855198322,44.95326989651,104.00054959653664,178.21111574130666,105.07618220949286,105.55326129801415,168.83007715223772,141.89366535934258
51,11.910128582614004,29.234649357903894,90.2516042309302,179.56364779863102,96.42844426037871,110.34664742628021,175.85023354038856,143.20692038140322
52,13.03123588415625,29.370375297377926,85.26561839107231,179.09807256816248,100.80062505269149,106.33566044228021,169.4176823437571,143.25682341265565
53,10.09262262256995,18.02017201746661,66.46844409393132,178.8162460678223,97.01664635426314,107.87110042459393,164.79099980776843,143.1641759111537
54,9.48824470675465,17.727927294405692,81.90314579668784,179.1119219784019,97.29938810468865,108.02743020935505,164.5371320900834,143.24701968757967
55,6.6898676795046,17.413953287899076,110.19822595486849,162.95335344496752,94.93745427120132,112.96043379725866,170.98419756993388,147.38239088549773
56,0.8910904052289563,14.567384569696584,124.02893810638889,143.5951479222501,92.55961849241332,111.91030590860917,178.97008804558013,147.18006693022835
57,0.9298999761024339,15.253857964488931,121.7515750641711,142.29357132045033,92.579416602664,111.59073461557354,179.8100726645505,144.87171440480645
58,0.1252344136072318,14.61117244665605,140.79569936333067,138.60133845726753,92.55977021266489,113.75472910683517,174.77293524368534,150.50165280420595
59,1.6387279361881681,13.95798898437829,146.6918126654303,139.87716100219924,94.26084681012355,111.4422662367653,174.9349337693532,155.40062970229067
60,3.569500139243949,11.932980428370978,131.24030710844065,136.27089776326613,96.37844618467047,110.35098028053957,175.60913203432344,159.28342265105482
61,3.552018049243202,12.612347954758176,139.00817850066085,133.92367736546387,94.2609325313933,112.34195266688432,176.95293447517562,161.43002883533796
62,7.146906745964839,11.333193314848838,104.8754224701498,136.47102945034283,94.21624786410882,111.72658278449573,172.40693716026263,161.3352511489979
63,0.24583824730675366,8.121910216420295,20.775404365678284,120.46697335867306,97.97076306429284,110.60581582242425,161.15335811205765,156.1443362516691
64,0.8775259004822943,8.931730068974682,19.648837318954,122.92900127677237,99.39850496729936,108.56679242847869,171.28932147937212,158.07100334058947
65,6.320819646676279,6.511835201327056,162.6224375922289,116.7249390200202,97.801209430656,111.91485500992052,166.25167767270074,166.07182537780704
66,2.5329360987292513,6.679809166037606,160.09100424730457,115.44664697580315,96.81560216992699,111.28856016025978,175.95899462334907,164.04153218512545
67,3.4226471168437027,7.383753731077902,154.91422269764843,115.1567225529685,97.270582199864,110.8480221085603,166.9957650867736,162.94346601959901
68,12.494096268165485,9.228703777514449,174.10700163062862,80.592136113038,95.84107044738562,110.40614621420676,168.59796300590136,159.4716224430904
69,9.854592320560073,9.283792937700042,163.06839338399843,71.57931840958969,93.96397037456833,112.2861916361352,168.6862204230313,159.38925762552233
70,17.05901048662488,17.4367953580066,13.674942353720528,51.9303983040258,96.84055391036975,110.01855195627182,162.6085346261023,153.5683951005932
71,20.660236164989474,15.512137124220175,5.9664448166967725,66.23591246701142,98.8368327264548,109.50222520013688,167.58079032883987,161.58461152353527
72,20.216146380979932,15.625102271426956,1.64830210379962,67.56252902046381,95.69874312854517,113.51380422286417,167.38669500130442,160.35887093271694
73,25.88454182658037,3.155903850795606,4.01204040315179,72.15000286935937,94.83268495468704,115.21905934634991,168.03533431509567,163.73309447457564
74,24.793160445638314,4.281407940675849,42.68568357262185,71.34372397500334,99.31666045226591,111.17665400674854,171.08396310178202,166.13862324781292
75,26.60692675262085,2.7566262069804206,73.55040510099447,70.39107490869813,101.65431442631152,107.84940091227077,173.11807082692687,169.36262528308586
76,38.22696930463464,11.432240834461398,13.051201187710626,72.48842068071771,99.60228492588955,109.8097349419218,178.15550588408448,169.35502000775386
77,38.133499240184996,11.983824582984068,13.033746075272667,71.56772573256747,99.12603778088618,109.41233428939002,174.39820453258824,165.62005547948726
78,50.10338766334557,21.724146835440845,20.2031761154131,79.057070853711,95.48424505923376,111.68716146901123,179.92895403755415,167.42058772167388
79,47.80497621893591,22.032739140094723,20.596624388497005,80.13557193564381,99.0089352342974,107.68274592993511,179.6357272297898,169.52396849790435
80,50.011264692524065,26.954185328887537,23.59481878939366,90.2476553827513,99.53215899028181,106.2890580410925,177.54714854624956,157.18197266346235
81,51.15921350744515,28.68575764228193,28.032561866279316,114.74362907600671,97.39054732811273,109.32283787927506,179.36025550934318,153.7948095533341
82,53.7430406836499,28.657963202040126,29.338770434438604,112.95815485041648,95.59572870070014,111.41556342023478,176.60987017911805,157.26677861437878
83,31.528824924724322,24.77396001371838,14.201471812244495,130.52360786801924,95.71804677625379,111.99158234301544,176.9830755630226,160.89617564124234
84,18.650637664308242,25.997340689441675,0.14993099390105588,134.44814514959143,99.21159897895903,108.94939260723622,176.96773345205506,157.87448339677164
85,2.639270129592091,25.802471661592357,33.26500220144933,147.5814080822065,101.4521881878839,107.87840516398349,177.43693656714385,164.22940333866677
86,13.16978177909386,21.51610483407332,86.66545610873676,165.90736789730283,102.03660457790001,105.86814977444394,170.32571863498444,179.1779485570335
87,13.374025957947548,22.652799163232753,88.62477915717827,6.110212193127486,108.4151650783095,101.1879187598702,170.79320479673385,169.8592631654913
88,19.780927967828294,10.217757808198103,125.53043945153884,172.0571606154471,102.40850506935702,106.2903767436215,100.55816383081445,171.60970365525304
89,19.829401874890785,10.243820316801187,126.53724328707189,172.0375121721235,99.84397908995992,108.73051310571795,99.84397908995992,173.93182132320206
90,22.0053988806439,7.167377892782518,133.68964747238024,172.61754187470362,99.80285104780421,109.77388024443937,99.80285104780421,173.28190283782945
91,31.679309242253893,6.5626491954509305,136.06882384675674,175.77936733931426,100.30281752591132,109.08993770299655,79.69718247408869,179.29473229047446
92,28.732779670154343,5.4944436313290455,129.88784278367964,175.92261086337507,99.8141274104758,109.68556096508576,99.8141274104758,177.47705157996614
93,33.73200788829329,6.524137753714209,128.376298679339,176.09681482845477,105.65607631138593,105.21477485100881,80.08016648187929,177.2967066918732
94,31.97915703884468,8.519248695855234,126.90315427853557,178.75140028316088,106.66580297233487,102.0813346021184,86.31009326308934,175.14840184375026
95,21.551463549060077,0.9999055356635401,115.72827252026693,156.57571120369133,97.73950421903359,113.39978205867719,99.71310521731847,179.14263046580538
96,6.841220246137588,3.346308335792831,115.53523174640468,167.6627131003022,106.05979560394127,104.41331060566756,163.59123459333014,173.75873504106687
97,5.661177150674284,0.8432940142713127,119.21279466425212,164.7078004675619,104.58239420407965,106.26413015824997,164.16758845224655,176.58605413019004
98,3.3861098851728664,3.2819261710520506,134.29408801565032,162.68988780805648,102.0790789020339,107.92738243451866,170.10721774812538,178.34314554049567
99,2.920168831013259,5.794784161973834,123.33503035137001,166.46479249952108,99.78938160929759,111.56121105546451,,178.38990101403516
100,4.53410048767066,4.744397497187695,38.42584064409144,166.54988438607418,100.95963909705603,111.02611153560356,100.95963909705603,170.1658358562927
101,14.999687170910356,8.364323707131142,98.41933884538949,173.33869897940306,102.2105129441383,109.45426642959835,172.3113689876176,172.99383262240448
102,13.96352739185129,8.27459408745231,98.83204672749295,172.20085899302387,104.37301902914764,107.90762461851956,175.93241142062388,173.2184279064882
103,38.4865182758856,12.994827974579067,34.52367406754169,177.26392738733426,100.9186388337491,110.15790342570507,166.59959895447813,171.99570188518828
104,32.95486369269739,12.142487324830494,36.9518018056625,178.74182994678736,101.07814979917138,110.15469751991134,171.20476766768905,173.7263442520099
105,34.84366688616731,12.33489330578561,35.99003047341726,179.06888172693104,102.44817384472093,109.7801994887143,174.0010656003081,171.46239028745575
106,78.94508218978902,14.39713428588921,83.97506995865037,173.50263250030412,102.57690471318205,108.90926088894155,172.6576552966828,179.3184759803842
107,77.14403787707424,17.225692278930403,84.99055921795656,168.60621532302181,101.56788336647669,109.5223889007275,101.56788336647669,173.04583973128754
108,99.19873442452256,18.963609226783632,72.03733487163898,163.9946050581016,103.18910277931793,108.89948258128575,177.99254627976532,177.17761593504684
109,97.11754077352282,19.450711178831753,76.24284592262809,163.62359460363638,103.06861500508138,108.45318983475751,176.3526658239442,178.20862897957193
110,96.77815060122248,18.529573990474077,70.85035229816079,165.90009288483148,101.95187643128436,108.74162054821845,171.43512664280445,176.16416620082072
111,149.34290952900676,33.289441860371426,28.492929374499845,137.1095227332891,95.2370523185763,113.15067799240236,178.78661517499526,176.82491192169226
112,54.86522872094818,33.27140883206519,105.90563803946358,135.9494986653945,95.68462578072943,112.08787474828365,177.76328493051193,175.65886439716863
113,146.5791098313335,38.750397853456946,1.6215647970855713,119.32233119335822,99.56198646792132,107.57706958677068,179.22120869828703,171.39514232359736
114,145.980362083477,37.940561050470315,0.31395764553209954,120.95587453862237,95.7492369532388,111.59881894513437,178.5083813904247,172.47300482893834
115,56.09440182366842,37.837261987583105,93.0626842007033,120.77588010923364,95.23577697958405,112.93434642611825,176.79762854797977,169.40227112521004
116,117.88768442091519,46.265673031453495,32.952912945495456,64.40521377927817,102.13571693289558,106.67353546885178,179.73411317250174,173.50876020741507
117,117.97090626876681,45.03133467598114,17.897220377859437,63.03433874389047,102.46261154654296,105.86281369598647,177.01906775893224,172.22861570317104
118,109.88996545484721,74.99462847192949,,24.58100200135218,103.38056742418969,108.1084188667041,174.7773988339631,173.2180916237411
119,105.85618452664096,79.69689231403521,162.07359567427335,19.251719179216888,104.25126606796353,105.83374644229848,178.99042797137673,164.22394259341812
120,70.07806619094981,55.684577888403304,24.812495771308807,34.71914210471071,105.39517171905811,103.75334363331405,178.56477196945798,157.03945672232442
121,55.950267320869514,105.10059944071153,31.422377701533573,17.71886172013873,99.10599889438119,110.72738128601563,178.873314844856,160.1640066025106
122,57.66292286785752,97.24866492115761,28.580517384932136,9.051897766366292,105.7556136775983,106.18985890230273,176.434783517227,167.9122553634783
123,48.47026159868253,150.63299009081808,29.266013730514132,15.711828001132279,104.7024605977025,102.2089415657883,179.01385361333308,156.92084516279718
124,44.23669968105903,84.07929603960821,31.92275403833286,69.71053240633252,103.97231653248706,101.6674518632059,179.0119740227204,159.09235225915947
125,31.84085079555535,108.82191502280308,8.524897675291804,102.68119622316672,101.39106743651267,104.50940187219962,179.54983275710472,164.87776804714355
126,25.397687400781546,1.202612880962457,134.17045279782883,128.73965315992567,102.85823955094747,103.09278518271253,179.12487271957013,160.993320806746
127,26.120549559183228,1.1882924165357993,65.19063862975081,127.8679415435849,101.95251699667186,102.79311834738088,179.79212981503304,160.93077613194703
128,20.97223844818668,3.0862509149230295,125.60257527965902,125.20634923356099,108.2987023335211,97.43715451892949,178.08198263982038,159.0177976176571
129,21.08921383528214,1.0030109165613699,117.21547194629618,129.03119393381093,102.24894216893969,103.04717297670513,178.29823302734786,156.76888740289343
