Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,53,35,24,10,4,2,2,3,0,3,0.009371384405269368,9.919712706905548,0.9910341322500278
right_shoulder,75,32,13,10,3,1,0,1,0,1,0.004389548125515841,16.831565347622433,1.6827175799496916
left_elbow,61,30,20,10,2,4,5,1,1,2,0.012854024193322962,16.323087221142334,1.631023319694901
right_elbow,92,26,9,4,1,1,1,0,1,1,0.0072364153580034484,41.61412693744704,4.1606890522089035
left_hip,34,49,29,10,6,2,1,3,1,1,0.015290532472242031,8.937938181310292,0.8922647648838049
right_hip,81,38,11,3,0,1,0,0,0,2,0.013601941676937616,19.37225950256588,1.9358657560888939
left_knee,46,43,23,14,6,1,0,1,0,2,0.0209523232674311,12.433670590748553,1.2412718267481122
right_knee,84,31,8,3,3,0,0,4,2,1,0.02033401253324293,20.32319048783006,2.0302856475296815
