frame_id,p0_nose_x,p0_nose_y,p0_nose_c,p0_left_eye_x,p0_left_eye_y,p0_left_eye_c,p0_right_eye_x,p0_right_eye_y,p0_right_eye_c,p0_left_ear_x,p0_left_ear_y,p0_left_ear_c,p0_right_ear_x,p0_right_ear_y,p0_right_ear_c,p0_left_shoulder_x,p0_left_shoulder_y,p0_left_shoulder_c,p0_right_shoulder_x,p0_right_shoulder_y,p0_right_shoulder_c,p0_left_elbow_x,p0_left_elbow_y,p0_left_elbow_c,p0_right_elbow_x,p0_right_elbow_y,p0_right_elbow_c,p0_left_wrist_x,p0_left_wrist_y,p0_left_wrist_c,p0_right_wrist_x,p0_right_wrist_y,p0_right_wrist_c,p0_left_hip_x,p0_left_hip_y,p0_left_hip_c,p0_right_hip_x,p0_right_hip_y,p0_right_hip_c,p0_left_knee_x,p0_left_knee_y,p0_left_knee_c,p0_right_knee_x,p0_right_knee_y,p0_right_knee_c,p0_left_ankle_x,p0_left_ankle_y,p0_left_ankle_c,p0_right_ankle_x,p0_right_ankle_y,p0_right_ankle_c,p1_nose_x,p1_nose_y,p1_nose_c,p1_left_eye_x,p1_left_eye_y,p1_left_eye_c,p1_right_eye_x,p1_right_eye_y,p1_right_eye_c,p1_left_ear_x,p1_left_ear_y,p1_left_ear_c,p1_right_ear_x,p1_right_ear_y,p1_right_ear_c,p1_left_shoulder_x,p1_left_shoulder_y,p1_left_shoulder_c,p1_right_shoulder_x,p1_right_shoulder_y,p1_right_shoulder_c,p1_left_elbow_x,p1_left_elbow_y,p1_left_elbow_c,p1_right_elbow_x,p1_right_elbow_y,p1_right_elbow_c,p1_left_wrist_x,p1_left_wrist_y,p1_left_wrist_c,p1_right_wrist_x,p1_right_wrist_y,p1_right_wrist_c,p1_left_hip_x,p1_left_hip_y,p1_left_hip_c,p1_right_hip_x,p1_right_hip_y,p1_right_hip_c,p1_left_knee_x,p1_left_knee_y,p1_left_knee_c,p1_right_knee_x,p1_right_knee_y,p1_right_knee_c,p1_left_ankle_x,p1_left_ankle_y,p1_left_ankle_c,p1_right_ankle_x,p1_right_ankle_y,p1_right_ankle_c
0,206.01637268066406,72.49247741699219,0.26605483889579773,208.97412109375,68.50959777832031,0.30774274468421936,204.04454040527344,69.50531768798828,0.2996607720851898,218.83326721191406,69.50531768798828,0.18177084624767303,202.0727081298828,71.49675750732422,0.12102624773979187,236.57972717285156,89.41970825195312,0.0853484645485878,204.04454040527344,90.41543579101562,0.13676464557647705,247.42478942871094,114.31270599365234,0.12720784544944763,201.08680725097656,112.3212661743164,0.09204865992069244,233.62197875976562,131.2399444580078,0.11777091026306152,199.11497497558594,127.25706481933594,0.09033467620611191,226.7205810546875,142.19285583496094,0.045727476477622986,207.9882049560547,140.201416015625,0.06272412836551666,217.84735107421875,171.0687255859375,0.17285537719726562,202.0727081298828,171.0687255859375,0.1218532919883728,232.6360626220703,145.18002319335938,0.013125794008374214,202.0727081298828,171.0687255859375,0.02856721542775631,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,206.01637268066406,72.49247741699219,0.26605483889579773,208.97412109375,68.50959777832031,0.30774274468421936,204.04454040527344,69.50531768798828,0.2996607720851898,218.83326721191406,69.50531768798828,0.18177084624767303,202.0727081298828,71.49675750732422,0.12102624773979187,236.57972717285156,89.41970825195312,0.0853484645485878,204.04454040527344,90.41543579101562,0.13676464557647705,247.42478942871094,114.31270599365234,0.12720784544944763,201.08680725097656,112.3212661743164,0.09204865992069244,233.62197875976562,131.2399444580078,0.11777091026306152,199.11497497558594,127.25706481933594,0.09033467620611191,226.7205810546875,142.19285583496094,0.045727476477622986,207.9882049560547,140.201416015625,0.06272412836551666,217.84735107421875,171.0687255859375,0.17285537719726562,202.0727081298828,171.0687255859375,0.1218532919883728,232.6360626220703,145.18002319335938,0.013125794008374214,202.0727081298828,171.0687255859375,0.02856721542775631,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,207.284912109375,71.50003051757812,0.1926574558019638,210.2651824951172,68.5087661743164,0.29015812277793884,205.29806518554688,68.5087661743164,0.29410073161125183,219.2059783935547,69.505859375,0.1987568587064743,203.31121826171875,71.50003051757812,0.1831587255001068,236.09414672851562,87.45340728759766,0.09534069150686264,204.3046417236328,90.44467163085938,0.1452333629131317,249.00863647460938,111.38348388671875,0.13117673993110657,202.31781005859375,111.38348388671875,0.09575625509023666,235.10072326660156,129.33102416992188,0.12663961946964264,200.33096313476562,127.33686065673828,0.09642094373703003,228.1467742919922,142.29315185546875,0.041791364550590515,209.27175903320312,139.30189514160156,0.06426341086626053,221.1928253173828,172.20574951171875,0.16203686594963074,204.3046417236328,172.20574951171875,0.1393386721611023,238.08099365234375,128.33395385742188,0.028217419981956482,204.3046417236328,172.20574951171875,0.027339648455381393,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,206.7456512451172,72.16731262207031,0.20397599041461945,210.72830200195312,68.19562530517578,0.2904319167137146,205.74998474121094,68.19562530517578,0.29307809472084045,219.68930053710938,69.18854522705078,0.23502950370311737,203.75865173339844,70.18147277832031,0.1559239625930786,237.61129760742188,87.0611572265625,0.08994057774543762,204.7543182373047,90.03993225097656,0.1612178236246109,250.55494689941406,109.89839172363281,0.1343628168106079,203.75865173339844,111.88423919677734,0.08206299692392349,236.61563110351562,127.77100372314453,0.15598775446414948,199.77598571777344,127.77100372314453,0.053968966007232666,230.64163208007812,141.67193603515625,0.04850747808814049,210.72830200195312,140.67901611328125,0.06327224522829056,223.67196655273438,172.45254516601562,0.1720150262117386,206.7456512451172,172.45254516601562,0.14866632223129272,236.61563110351562,128.76393127441406,0.024315152317285538,233.62863159179688,172.45254516601562,0.031230635941028595,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,208.60289001464844,71.22119140625,0.18869227170944214,211.59487915039062,68.23554992675781,0.23027555644512177,206.60824584960938,68.23554992675781,0.27138379216194153,220.57080078125,68.23554992675781,0.22077621519565582,204.6136016845703,70.22598266601562,0.20522087812423706,238.52264404296875,86.14939880371094,0.08762230724096298,206.60824584960938,90.1302490234375,0.1416761726140976,250.4905548095703,109.03931427001953,0.15977750718593597,203.61627197265625,109.03931427001953,0.07859817147254944,234.53335571289062,126.95315551757812,0.13876892626285553,202.6189422607422,123.96751403808594,0.06229700148105621,232.5386962890625,138.89572143554688,0.058554522693157196,212.59219360351562,138.89572143554688,0.06390389800071716,225.5574188232422,174.72341918945312,0.12139782309532166,208.60289001464844,174.72341918945312,0.0801408514380455,224.5601043701172,174.72341918945312,0.023452410474419594,234.53335571289062,174.72341918945312,0.03227434679865837,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,210.18223571777344,69.66848754882812,0.14795465767383575,213.13137817382812,66.66960144042969,0.20502369105815887,208.21615600585938,66.66960144042969,0.23639348149299622,220.9957275390625,66.66960144042969,0.20265012979507446,206.25006103515625,68.66885375976562,0.12761525809764862,238.6905059814453,83.66325378417969,0.09741025418043137,212.14833068847656,86.66213989257812,0.15200766921043396,252.453125,105.65504455566406,0.20278121531009674,209.19918823242188,108.65392303466797,0.06962725520133972,234.75833129882812,122.64869689941406,0.23003679513931274,209.19918823242188,120.64944458007812,0.08821551501750946,233.77529907226562,136.64346313476562,0.0703786313533783,217.06353759765625,135.6438446044922,0.08373471349477768,229.84310913085938,171.63040161132812,0.06961166113615036,214.11441040039062,170.63076782226562,0.07477206736803055,233.77529907226562,203.6184539794922,0.08133960515260696,210.18223571777344,201.61920166015625,0.05973881855607033,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,211.35147094726562,68.99800109863281,0.1688256859779358,214.31817626953125,66.00254821777344,0.2051638811826706,209.37368774414062,66.00254821777344,0.27496930956840515,222.22935485839844,66.00254821777344,0.2048664391040802,206.406982421875,67.99951934814453,0.13901671767234802,238.05172729492188,82.97676849365234,0.09387338906526566,213.3292694091797,86.970703125,0.13260188698768616,253.87408447265625,103.94491577148438,0.17185010015964508,211.35147094726562,107.93885040283203,0.07222563028335571,234.09613037109375,121.91761779785156,0.19716642796993256,211.35147094726562,116.92520141601562,0.08662408590316772,237.0628204345703,131.90245056152344,0.06297741830348969,220.25155639648438,132.90093994140625,0.06420689076185226,234.09613037109375,171.84178161621094,0.06345681846141815,214.31817626953125,168.84632873535156,0.07412243634462357,238.05172729492188,204.79171752929688,0.07780450582504272,210.36257934570312,199.79931640625,0.054214101284742355,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,210.81907653808594,68.92671203613281,0.1813635528087616,213.8066864013672,64.93360900878906,0.2046264261007309,209.82321166992188,65.931884765625,0.2671765089035034,221.7736358642578,65.931884765625,0.23784786462783813,208.8273468017578,67.92843627929688,0.10082697868347168,239.69927978515625,80.9060287475586,0.1153455302119255,214.80255126953125,86.89569091796875,0.13809716701507568,253.64144897460938,103.86639404296875,0.20935966074466705,215.79843139648438,109.85604858398438,0.08234619349241257,232.7281951904297,120.83708953857422,0.1859578639268875,212.81082153320312,118.84053802490234,0.07692428678274155,238.7034149169922,131.81813049316406,0.05423939973115921,223.765380859375,131.81813049316406,0.05665532127022743,235.71580505371094,170.75091552734375,0.06874465197324753,216.79429626464844,168.75436401367188,0.053911030292510986,243.68275451660156,208.68540954589844,0.11268335580825806,210.81907653808594,198.70265197753906,0.06187222898006439,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,212.62611389160156,70.20360565185547,0.15592798590660095,216.58319091796875,66.20466613769531,0.2056027352809906,211.6368408203125,66.20466613769531,0.2229294776916504,223.50807189941406,67.20439910888672,0.217060387134552,209.65829467773438,69.20387268066406,0.0745030865073204,239.3363800048828,81.20069885253906,0.09442108124494553,217.57244873046875,87.19910430908203,0.10789743810892105,252.19686889648438,105.1943359375,0.18050047755241394,219.55099487304688,110.1930160522461,0.047349657863378525,231.42222595214844,121.19010162353516,0.195015549659729,213.61537170410156,122.18983459472656,0.09937289357185364,242.30418395996094,131.1874542236328,0.04767278581857681,228.45440673828125,132.18719482421875,0.05325387790799141,236.36856079101562,171.17684936523438,0.08953244239091873,220.54026794433594,168.1776580810547,0.03492540493607521,246.26126098632812,212.16600036621094,0.11242928355932236,247.2505340576172,211.16627502441406,0.048762332648038864,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,212.12803649902344,71.74664306640625,0.18370899558067322,216.06353759765625,66.75491333007812,0.1793101578950882,211.14414978027344,67.75326538085938,0.2074795663356781,223.93455505371094,67.75326538085938,0.19710557162761688,209.1763916015625,69.74995422363281,0.04329381510615349,237.70883178710938,83.726806640625,0.08689090609550476,219.01516723632812,87.72018432617188,0.09097662568092346,251.48312377929688,105.69041442871094,0.19005055725574493,225.90231323242188,111.68049621582031,0.04549672082066536,228.85394287109375,121.66395568847656,0.20009426772594452,216.06353759765625,120.66561126708984,0.11107566207647324,243.61209106445312,132.64576721191406,0.045171018689870834,229.8378143310547,134.6424560546875,0.03451775759458542,238.69271850585938,171.58126831054688,0.10869425535202026,221.966796875,165.5911865234375,0.04571741446852684,247.547607421875,212.51345825195312,0.12098951637744904,248.53147888183594,211.51512145996094,0.035658854991197586,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
