Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,18,15,71,13,12,13,17,22,23,22,0.7080531404293323,103.5432233922826,10.283517025185327
right_shoulder,22,31,83,23,15,9,8,12,12,11,0.4463183498883732,109.50807770396021,10.906175935407184
left_elbow,5,5,14,12,82,16,6,20,35,31,2.5858414626669886,180.0,17.7414158537333
right_elbow,5,21,54,34,13,18,18,28,24,11,29.526247575976967,178.20346533340424,14.86772177574273
left_hip,19,1,0,0,0,116,29,4,25,32,0.7487231221037292,179.29812635379582,17.85494032316921
right_hip,47,14,0,0,0,143,3,2,2,15,1.1026371776226884,179.28386369602882,17.818122651840614
left_knee,52,23,5,2,31,48,26,1,8,30,0.0,179.99998262827617,17.999998262827617
right_knee,34,49,29,2,7,77,10,2,3,13,0.0,179.52082540311787,17.952082540311785
