Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,8,9,6,15,33,102,35,8,7,3,-78.43504468334358,74.47124222527488,15.290628690861844
right_shoulder,8,9,13,10,41,95,24,10,7,9,-94.18699331625271,90.04794515521566,18.42349384714683
left_elbow,2,3,18,11,23,127,22,11,5,4,-159.6421418711825,142.21220041876782,30.185434228995035
right_elbow,6,6,10,19,39,105,17,13,4,7,-111.875751899174,106.9057886134318,21.87815405126058
left_hip,4,2,8,24,85,66,19,11,3,4,-166.67347143338978,166.98633251323298,33.36598039466227
right_hip,4,2,31,2,95,53,4,31,0,4,-164.07228250826003,166.6571273162998,33.072940982456004
left_knee,3,5,14,15,45,109,11,16,2,6,-158.73180921105762,158.32697519891633,31.705878440997395
right_knee,4,2,21,9,20,132,8,23,4,3,-150.96338365792775,142.6160068458496,29.357939050377738
