frame_id,p0_nose_x,p0_nose_y,p0_nose_c,p0_left_eye_x,p0_left_eye_y,p0_left_eye_c,p0_right_eye_x,p0_right_eye_y,p0_right_eye_c,p0_left_ear_x,p0_left_ear_y,p0_left_ear_c,p0_right_ear_x,p0_right_ear_y,p0_right_ear_c,p0_left_shoulder_x,p0_left_shoulder_y,p0_left_shoulder_c,p0_right_shoulder_x,p0_right_shoulder_y,p0_right_shoulder_c,p0_left_elbow_x,p0_left_elbow_y,p0_left_elbow_c,p0_right_elbow_x,p0_right_elbow_y,p0_right_elbow_c,p0_left_wrist_x,p0_left_wrist_y,p0_left_wrist_c,p0_right_wrist_x,p0_right_wrist_y,p0_right_wrist_c,p0_left_hip_x,p0_left_hip_y,p0_left_hip_c,p0_right_hip_x,p0_right_hip_y,p0_right_hip_c,p0_left_knee_x,p0_left_knee_y,p0_left_knee_c,p0_right_knee_x,p0_right_knee_y,p0_right_knee_c,p0_left_ankle_x,p0_left_ankle_y,p0_left_ankle_c,p0_right_ankle_x,p0_right_ankle_y,p0_right_ankle_c,p1_nose_x,p1_nose_y,p1_nose_c,p1_left_eye_x,p1_left_eye_y,p1_left_eye_c,p1_right_eye_x,p1_right_eye_y,p1_right_eye_c,p1_left_ear_x,p1_left_ear_y,p1_left_ear_c,p1_right_ear_x,p1_right_ear_y,p1_right_ear_c,p1_left_shoulder_x,p1_left_shoulder_y,p1_left_shoulder_c,p1_right_shoulder_x,p1_right_shoulder_y,p1_right_shoulder_c,p1_left_elbow_x,p1_left_elbow_y,p1_left_elbow_c,p1_right_elbow_x,p1_right_elbow_y,p1_right_elbow_c,p1_left_wrist_x,p1_left_wrist_y,p1_left_wrist_c,p1_right_wrist_x,p1_right_wrist_y,p1_right_wrist_c,p1_left_hip_x,p1_left_hip_y,p1_left_hip_c,p1_right_hip_x,p1_right_hip_y,p1_right_hip_c,p1_left_knee_x,p1_left_knee_y,p1_left_knee_c,p1_right_knee_x,p1_right_knee_y,p1_right_knee_c,p1_left_ankle_x,p1_left_ankle_y,p1_left_ankle_c,p1_right_ankle_x,p1_right_ankle_y,p1_right_ankle_c
0,100.84684753417969,36.51491928100586,0.23920485377311707,102.82575988769531,33.52390670776367,0.26430901885032654,99.85738372802734,33.52390670776367,0.3203410804271698,107.77305603027344,33.52390670776367,0.277967631816864,98.867919921875,35.517913818359375,0.15302914381027222,114.69926452636719,41.49993896484375,0.2145845741033554,100.84684753417969,44.49095153808594,0.09566507488489151,86.99441528320312,49.475975036621094,0.12225232273340225,85.0155029296875,49.475975036621094,0.0666160136461258,72.15254211425781,42.4969482421875,0.24935661256313324,73.14199829101562,42.4969482421875,0.10545828938484192,115.688720703125,66.425048828125,0.13317063450813293,104.80467224121094,68.41905975341797,0.14593704044818878,114.69926452636719,88.35914611816406,0.13578832149505615,103.81521606445312,89.35614776611328,0.0932258665561676,119.64656066894531,109.29623413085938,0.08389467000961304,107.77305603027344,107.30223083496094,0.034277547150850296,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,101.27223205566406,35.29098892211914,0.2722599506378174,102.26345825195312,33.29500198364258,0.23960836231708527,100.281005859375,33.29500198364258,0.27076148986816406,108.21080017089844,33.29500198364258,0.2807503640651703,99.28978729248047,35.29098892211914,0.21663148701190948,116.14057922363281,42.276947021484375,0.2510233223438263,100.281005859375,44.27293395996094,0.10338606685400009,87.39511108398438,48.26490783691406,0.10583901405334473,84.42144012451172,49.262901306152344,0.045246269553899765,71.53553771972656,41.278953552246094,0.237402081489563,72.52676391601562,41.278953552246094,0.1500467211008072,116.14057922363281,66.22879028320312,0.11815816909074783,104.24590301513672,68.22477722167969,0.12206112593412399,115.14936065673828,88.18466186523438,0.12670785188674927,104.24590301513672,89.18264770507812,0.07184190303087234,120.10547637939453,109.14253234863281,0.09286975115537643,108.21080017089844,109.14253234863281,0.05436547100543976,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,101.37841796875,34.35090637207031,0.24764418601989746,103.36587524414062,32.36543655395508,0.22756345570087433,100.38468933105469,32.36543655395508,0.27374157309532166,108.33451843261719,32.36543655395508,0.25987106561660767,99.39096069335938,34.35090637207031,0.17781490087509155,115.29061889648438,42.29277420043945,0.23625090718269348,99.39096069335938,44.27824401855469,0.10810984671115875,87.46622467041016,49.241912841796875,0.12777991592884064,87.46622467041016,51.227378845214844,0.04865334928035736,70.57284545898438,41.30004119873047,0.2319622039794922,72.560302734375,41.30004119873047,0.12315012514591217,115.29061889648438,66.1183853149414,0.12316244840621948,104.35960388183594,68.10385131835938,0.11719219386577606,115.29061889648438,87.95852661132812,0.17206406593322754,103.36587524414062,88.95126342773438,0.10372545570135117,119.26553344726562,108.80593872070312,0.10999304056167603,110.32197570800781,108.80593872070312,0.02762221358716488,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,101.75537872314453,35.76780319213867,0.22609096765518188,103.74080657958984,32.795066833496094,0.2640496492385864,100.76266479492188,32.795066833496094,0.3293355107307434,108.70437622070312,32.795066833496094,0.28762364387512207,99.76994323730469,34.77688980102539,0.2023886889219284,116.64610290527344,42.704193115234375,0.23235958814620972,99.76994323730469,44.68601608276367,0.14062131941318512,87.85736846923828,47.65875244140625,0.09378889948129654,83.88651275634766,44.68601608276367,0.047256968915462494,69.9885025024414,39.73145294189453,0.20671136677265167,71.97393035888672,39.73145294189453,0.12402144074440002,115.65338134765625,66.48609924316406,0.12695734202861786,103.74080657958984,67.47700500488281,0.14564339816570282,115.65338134765625,87.29525756835938,0.13522158563137054,103.74080657958984,89.27708435058594,0.10406316071748734,119.6242446899414,108.10443115234375,0.08363523334264755,105.72624206542969,108.10443115234375,0.0634714737534523,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,101.84469604492188,35.054107666015625,0.22680774331092834,103.81864929199219,33.056480407714844,0.2664973735809326,100.85772705078125,33.056480407714844,0.33932816982269287,108.75353240966797,33.056480407714844,0.2981022894382477,99.87074279785156,35.054107666015625,0.20225176215171814,116.64933776855469,42.045799255371094,0.22605714201927185,99.87074279785156,44.04342269897461,0.13882748782634735,88.02703094482422,48.038673400878906,0.09875068068504333,84.07913208007812,46.041046142578125,0.044127557426691055,70.26145935058594,40.04817199707031,0.20691530406475067,72.23541259765625,40.04817199707031,0.11394045501947403,115.66236877441406,66.01730346679688,0.126970112323761,103.81864929199219,68.01492309570312,0.14414089918136597,115.66236877441406,86.99237060546875,0.13736411929130554,103.81864929199219,89.98880767822266,0.10284554213285446,119.61027526855469,108.96624755859375,0.08291903883218765,105.7926025390625,107.96743774414062,0.06431157886981964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,103.04560089111328,34.743656158447266,0.21038073301315308,105.03768920898438,32.75505065917969,0.24293670058250427,102.049560546875,32.75505065917969,0.277386337518692,110.01789855957031,32.75505065917969,0.25492486357688904,100.0574722290039,34.743656158447266,0.2164769470691681,116.99020385742188,42.69807434082031,0.17415188252925873,99.06143188476562,43.69237518310547,0.11749240756034851,105.03768920898438,45.68097686767578,0.10086020082235336,84.12078094482422,44.686676025390625,0.051720283925533295,70.17617797851562,38.720863342285156,0.2065427303314209,71.1722183227539,38.720863342285156,0.09543275833129883,115.9941635131836,65.56702423095703,0.13020728528499603,103.04560089111328,67.55563354492188,0.14335830509662628,115.9941635131836,86.44737243652344,0.13138428330421448,104.04164123535156,88.43597412109375,0.11525467783212662,118.98229217529297,108.322021484375,0.09108011424541473,106.03372955322266,106.33341217041016,0.09042055159807205,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,103.25527954101562,34.69694900512695,0.2059134542942047,105.22709655761719,32.70733642578125,0.26562443375587463,101.2834701538086,32.70733642578125,0.2947833836078644,110.15663146972656,32.70733642578125,0.2662115693092346,100.29756164550781,34.69694900512695,0.22124648094177246,117.05797576904297,42.65541076660156,0.18140757083892822,99.31166076660156,43.65021514892578,0.12155125290155411,105.22709655761719,45.63983154296875,0.09987208247184753,83.53715515136719,44.64502716064453,0.053666066378355026,70.72036743164062,38.676177978515625,0.19680911302566528,71.7062759399414,38.676177978515625,0.09864319860935211,116.07206726074219,65.53598022460938,0.13050590455532074,103.25527954101562,67.52559661865234,0.14604514837265015,116.07206726074219,86.42694091796875,0.1371069848537445,104.24119567871094,88.41654968261719,0.10938771814107895,119.02978515625,108.31269836425781,0.08821596205234528,106.21300506591797,106.32308197021484,0.0874071940779686,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,105.21221160888672,33.92498779296875,0.1835128664970398,107.18696594238281,31.925127029418945,0.20919206738471985,103.23745727539062,32.92505645751953,0.26169314980506897,111.136474609375,32.92505645751953,0.2972100079059601,101.26270294189453,33.92498779296875,0.247428759932518,118.04811096191406,41.9244270324707,0.12593503296375275,99.28794860839844,43.924285888671875,0.1150079071521759,107.18696594238281,45.92414855957031,0.11195120960474014,87.43942260742188,47.924007415771484,0.06267265975475311,75.59090423583984,38.92463684082031,0.10476753860712051,85.46467590332031,43.924285888671875,0.040749236941337585,117.06073760986328,65.92274475097656,0.11467482149600983,104.22483825683594,66.92267608642578,0.12216552346944809,117.06073760986328,85.92134857177734,0.113377146422863,104.22483825683594,88.92113494873047,0.09899692237377167,119.03549194335938,108.91973876953125,0.08895166963338852,107.18696594238281,107.91980743408203,0.07191850990056992,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,105.33135986328125,33.82585906982422,0.1600685566663742,107.3061294555664,31.826553344726562,0.1940918117761612,103.3565902709961,32.82620620727539,0.2734021544456482,111.25566864013672,32.82620620727539,0.2851978838443756,101.38182067871094,33.82585906982422,0.2295859307050705,118.16736602783203,42.822723388671875,0.12944535911083221,99.40704345703125,43.8223762512207,0.11040317267179489,107.3061294555664,45.82168197631836,0.11692287027835846,87.55842590332031,47.82098388671875,0.06345400214195251,75.70980072021484,38.82411575317383,0.08830700069665909,86.57103729248047,43.8223762512207,0.04005350172519684,117.17997741699219,65.8147201538086,0.11433154344558716,104.3439712524414,66.81437683105469,0.12449918687343597,117.17997741699219,86.80741882324219,0.11247933655977249,104.3439712524414,88.80671691894531,0.10123703628778458,119.15475463867188,108.79975891113281,0.08567511290311813,107.3061294555664,107.80010986328125,0.06938104331493378,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,106.37002563476562,33.82651901245117,0.19595924019813538,108.35026550292969,31.836034774780273,0.22712275385856628,103.39967346191406,31.836034774780273,0.22580021619796753,112.31072998046875,32.831275939941406,0.32971230149269104,101.41944122314453,33.82651901245117,0.26292335987091064,118.25143432617188,42.78369140625,0.16458337008953094,99.439208984375,43.778934478759766,0.13536964356899261,108.35026550292969,45.76941680908203,0.13747116923332214,85.57756042480469,45.76941680908203,0.08344627171754837,73.6961441040039,36.81224060058594,0.173460453748703,74.68626403808594,36.81224060058594,0.09203872084617615,117.26132202148438,66.66949462890625,0.13131099939346313,104.3897933959961,67.66473388671875,0.14212021231651306,117.26132202148438,85.5790786743164,0.12577667832374573,104.3897933959961,88.56480407714844,0.10194580256938934,119.24156188964844,108.46963500976562,0.09269768744707108,107.36014556884766,108.46963500976562,0.0830460786819458,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
