Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,2,4,0,2,7,94,2,4,2,3,-159.28761013575502,142.34670212711762,30.16343122628726
right_shoulder,4,0,3,1,100,6,0,0,2,4,-155.63091815996177,164.69294238183417,32.0323860541796
left_elbow,3,1,6,6,19,69,5,5,3,3,-174.18629849287925,171.6023351829442,34.57886336758236
right_elbow,5,2,1,2,95,7,0,1,3,4,-161.73005437190227,172.61184561142196,33.434189998332414
left_hip,4,0,1,4,97,6,4,3,0,1,-145.08539548256314,167.51862294878651,31.26040184313497
right_hip,1,2,3,5,11,84,7,2,1,4,-141.5996130417106,128.9308010322414,27.0530414073952
left_knee,2,1,1,3,95,12,2,1,0,3,-172.42827967790825,176.5746208885759,34.9002900566484
right_knee,3,1,0,3,4,102,1,3,0,3,-175.17511436831612,162.11420134606794,33.72893157143841
