Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,1,0,0,6,48,10,0,0,0,1,-128.47405956246308,146.76158316139563,27.52356427238587
right_shoulder,1,0,0,0,37,27,0,0,0,1,-68.87499381731888,71.1558025680833,14.003079638540221
left_elbow,1,2,1,1,10,37,6,5,2,1,-162.50172635258502,138.4735430477661,30.097526940035124
right_elbow,2,0,1,1,22,32,5,1,0,2,-76.95501615925662,71.48521819632698,14.844023435558356
left_hip,1,0,1,0,0,6,29,23,3,3,-60.131003577552136,26.656679930931734,8.678768350848387
right_hip,1,0,1,4,19,31,8,1,0,1,-55.42980582979433,51.599728193434096,10.70295340232284
left_knee,2,0,1,3,4,27,20,5,3,1,-40.267519859136904,28.556330924497214,6.882385078363413
right_knee,1,0,0,1,0,10,24,22,4,4,-39.772094339623095,17.149133479477655,5.692122781910072
