Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,3,1,6,6,43,166,13,2,3,3,-94.99768696477688,88.31294196206095,18.331062892683775
right_shoulder,6,1,0,7,79,139,7,0,1,6,-131.04628425041844,128.81465213147078,25.98609363818892
left_elbow,1,6,6,6,39,159,12,9,6,2,-99.9973321904788,92.3670833267395,19.23644155172184
right_elbow,3,4,8,4,26,167,18,5,3,8,-149.34770917742426,124.8452020822013,27.41929112596256
left_hip,5,3,9,5,20,177,7,7,7,6,-131.84731299834885,119.919409060374,25.17667220587228
right_hip,5,7,16,14,36,129,8,13,11,7,-168.937631303993,160.331489508722,32.926912081271496
left_knee,3,3,9,11,134,66,9,5,3,3,-89.40133785096118,92.14573826702956,18.154707611799083
right_knee,3,7,8,18,57,110,23,10,3,7,-117.56612878417982,115.0988842929791,23.266501307715885
