frame_id,left_shoulder,right_shoulder,left_elbow,right_elbow,left_hip,right_hip,left_knee,right_knee
0,-0.9088622857825186,1.6544888062458938,-1.922729397366794,0.8599130910963027,1.1629312403706145,0.0,-0.14213758529213294,0.014939715122320507
1,1.136891038945702,-5.227958552018563,2.7909873389776223,-0.6776277334867871,0.3739090980146784,0.0,109.7855111263445,0.1971351211211818
2,13.334557257462349,-1.590808961910298,-0.2216682332957589,1.0960169562068387,3.8261748355823197,0.0,3.8364200001521898,-0.7662570522189114
3,-14.78225201666213,-0.6970199976542943,4.107887766269926,-0.981092208875296,-5.334775354615418,0.0,-3.732617379914532,-1.3084486905856103
4,24.053185174023547,-2.450970323730772,0.1227601168997765,-0.5236910001848258,1.8825065945746715,0.0,4.507629043996705,-1.6463954550454467
5,-23.189706394042847,-4.131191722459235,12.130918118668028,-2.5957135924651027,-165.80769859752945,0.0,,-0.7403569242231995
6,14.135700789794152,-6.185107971893842,0.9048729716074817,-1.0363290571671797,180.0,0.0,,-0.07013799905997331
7,0.0022816353287762325,-3.12026822848685,0.748355411805079,-1.5070394629470343,0.0,0.0,0.0,-0.33496521211009167
8,-1.2008526376236173,5.3068292463769495,2.258612563881073,1.3097296878654419,0.0,0.0,,-1.7420019709841057
9,1.564678826727052,-9.445602310289374,1.3425459873835592,-2.169731101282977,0.0,0.0,,-0.38637417759950665
10,-0.43822512545557935,-5.131007387975686,-2.232519102921252,0.41065122533157705,0.0,0.0,,-1.0344242397930827
11,0.025798616775274397,-1.005357870093107,0.014141717815022048,-0.6755337830297492,0.0,0.0,,1.507621418961854
12,0.007547005099061366,1.399371409279638,1.1746914736474565,0.02241133607870438,0.0,0.0,0.0,-1.295190070600917
13,-0.051539187663786734,4.8279230660917705,-0.7189868956088645,3.5491935090222597,0.0,0.0,0.0,1.0878402487573737
14,-17.350851241468458,2.3383735155501597,0.8371223955806926,0.5850149871621966,-180.0,0.0,180.0,-2.1700028281646837
15,17.340332264420177,-6.107984135245786,-0.713293947433165,-1.8614231142803703,180.0,0.0,-180.0,1.8777846345127998
16,1.6649102182887727,0.38731174303102023,0.9222519843603294,-1.213542013792491,0.0,0.0,,1.4069976219186486
17,-2.525182483051168,7.047951596885596,0.7034758502374316,4.426789832272121,0.0,0.0,,-2.5798979266646143
18,-0.24417862763056775,0.19132617651810335,-0.7276460048626774,0.9878131470798479,0.0,0.0,,0.07170079581399591
19,0.5781254334512145,0.5711623703727042,-1.495544448428717,-2.1646426295282453,0.0,0.0,0.0,0.9751534103905755
20,1.5743506670378693,-5.3037432435581024,-0.03702811397874939,0.11219776559791228,0.0,0.0,0.0,0.0675817535684331
21,-1.3210450913770746,4.436469683734941,2.2238230317914827,1.3775573985606542,0.0,0.0,0.0,-0.8223190702642995
22,0.7049749596892578,-1.0419835279797525,1.4038306571330779,0.20825770259314424,0.0,0.0,,0.8941423453400361
23,0.13147651545310346,-0.5919421756641441,-2.2807052031948842,-1.102505420322899,0.0,0.0,,-1.5001035930608708
24,-0.030352519008820522,4.229504126564791,-0.2626696820001584,0.4927157437335836,0.0,0.0,0.0,0.3053504199736281
25,-0.7707436745031835,-7.631254593313429,-1.1651408701516743,-0.4213628324546761,0.0,0.0,0.0,4.062087424293573
26,0.14242977887223418,2.0011045522335564,2.9093362950940715,-1.4517795280715546,0.0,0.0,0.0,-3.59920764895287
27,-1.519161441689585,1.11544827632234,-0.68072660396912,-1.720771745012172,0.0,0.0,0.0,-0.1559365472782659
28,1.0449921961046869,2.034027346731108,-0.059836884824321146,1.1139941607728332,0.0,0.0,0.0,-0.3622469847216294
29,0.7115539702301739,-7.041314405040055,-1.6174872619948246,-1.6941639551517227,0.0,0.0,0.0,1.0012877462328262
30,-19.454217045743754,5.363193787361439,1.211948188616148,2.549508757394051,-180.0,0.0,180.0,-1.259068920549133
31,20.08024589911866,-0.43483706633057295,0.6982728788382531,0.025557364481514355,180.0,0.0,-180.0,0.2636729836630636
32,-19.700924474223154,0.5817242356369832,-1.5440685229235882,-0.9222609231267569,-180.0,0.0,180.0,0.1370496188737178
33,0.5673800398035027,-0.5384609445365669,-0.3125618187338546,2.7708697186505873,0.0,0.0,0.0,0.05538442449405778
34,-1.8314035439899854,1.4791780506502477,0.6906054221032107,-0.5432076300820654,0.0,0.0,0.0,0.34845258988116967
35,20.986718275380387,-3.1999444124145526,0.5381188458008097,-3.7189957755366123,180.0,0.0,-180.0,0.8912895164710264
36,1.096636120799685,-2.9381520621631125,0.13087890704791505,-2.2000873930506373,0.0,0.0,0.0,-1.347091505221215
