frame_id,p0_nose,p0_left_eye,p0_right_eye,p0_left_ear,p0_right_ear,p0_left_shoulder,p0_right_shoulder,p0_left_elbow,p0_right_elbow,p0_left_wrist,p0_right_wrist,p0_left_hip,p0_right_hip,p0_left_knee,p0_right_knee,p0_left_ankle,p0_right_ankle,p1_nose,p1_left_eye,p1_right_eye,p1_left_ear,p1_right_ear,p1_left_shoulder,p1_right_shoulder,p1_left_elbow,p1_right_elbow,p1_left_wrist,p1_right_wrist,p1_left_hip,p1_right_hip,p1_left_knee,p1_right_knee,p1_left_ankle,p1_right_ankle,p0_average,p1_average
1,0.5145383904846529,0.6229773608136446,1.3226022263070079,0.9259679949083996,2.451728518895251,0.8838941967654371,0.5446810921553111,3.640794627957402,0.5850610890094113,2.7922454052352554,4.826549793548459,1.2986835020079004,1.4020544787474611,1.3169925832295237,0.8549141807773336,0.3759462074931577,3.7771707469777036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6551060232537242,0.0
2,0.20622992987430935,0.20016137873506745,0.7759122348085571,1.1894290137714858,1.2569899693650983,0.17784396545386089,2.47905600339065,1.3722666107888704,1.2415110589752454,1.0991647476320896,0.3294081639302651,0.8044798373864774,0.7198993978054833,1.1111697188190977,1.3427312682422716,71.11711709398213,2.335571174033913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1622906804114645,0.0
3,2.044060028376324,1.4970867346025345,0.6541522499745025,2.4579823152317903,0.7644857793822145,0.5527860567612116,1.636813775271625,0.9743505610376949,0.6619927255115567,2.1603965601896284,7.615173551087267,1.181317802047084,0.5934774571679861,0.4144053445557608,0.6022597497103476,0.4108574878647837,0.40344511253368376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4485319583121175,0.0
4,0.7756432998675212,0.23567838110632863,0.23629179049735277,2.0300006513508526,0.22672053541210674,1.2819144232608533,2.110529946394435,0.11008050847637356,4.315700971887644,0.07558647970010046,3.0956435892118055,1.9682725539012138,1.9699178559290462,0.024263547412928025,1.9467047148606123,8.986473145039714,1.0579452730325032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7910216274906698,0.0
5,0.5450813584446564,0.5527865702501521,0.5585229227393435,0.9466628776607042,0.6105003118930651,0.5884129947664594,0.662402704481465,0.44179518120244526,0.3581398445495104,4.221459013480042,0.866098164487674,3.745120850627157,4.031392196991988,0.6472976273275446,8.564832236254423,77.39474040841306,2.3154744060876715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.297101157038668,0.0
6,0.6396681693474341,0.3784045226261623,1.1648592663538804,2.386775459319895,0.9588108175870043,0.5485960951517894,0.9087634761690422,0.45412915156242883,2.117018210170912,2.7795194257283877,4.878373734254832,1.0506514001272205,1.2150573897179116,1.4153357221812817,6.497442936942041,123.22824447934275,0.9926000610836395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.918485312803918,0.0
7,0.8468616751242468,1.0420700685948359,0.8627977085121638,0.3858062525707024,0.6861858772946327,0.8399588437075465,0.6078460887963918,1.540058429163252,1.4706642607739215,2.249171838127476,7.480417282865708,2.9347143757506458,3.72153982397274,0.7516496765947027,1.6938837036009562,0.9427054376737722,1.0209814699549584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7104301654752148,0.0
8,0.7716893284605187,0.386917857598031,0.7992921577605527,0.3912146937024046,1.4892424182848594,0.3753101415549135,0.24056639832452265,0.9570106349641846,0.9558372963953801,3.077192087425301,1.0874427035087082,3.0213925749778308,3.717736356775514,0.6076850246354433,0.9311212655508633,28.65439347712217,1.0701833624719022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8549545752654764,0.0
9,0.7244358492887243,1.280920808056173,1.0060172099010334,2.3356556527997867,0.7393548754414592,0.757986566127378,0.7538090120696281,1.1154618120059538,2.3434623000895103,1.786988423246342,1.3315326896084672,1.2471071946740038,0.7226163120123733,0.24173038021695867,0.6943672539627562,17.592882010365475,1.3287373395141815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1178273934929535,0.0
10,1.099690633031964,0.2601163706317403,0.9330252426580907,3.410691686861397,2.1998295556207874,0.6083115832668315,0.8258969412627242,0.4796363699736528,0.616240556848786,2.0197997069834597,1.4564998149273731,2.8854597343950124,1.9007991185604693,0.7362127453995404,2.41241318897496,2.4639141966182816,2.64439644216377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5854666993046378,0.0
