Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,28,26,20,16,5,5,0,0,2,1,0.0,170.50912007064596,17.050912007064596
right_shoulder,24,21,23,20,4,3,4,1,0,3,0.0,169.1852820676592,16.91852820676592
left_elbow,20,6,2,5,4,7,10,12,11,26,0.0,180.0,18.0
right_elbow,9,11,9,5,4,5,11,15,18,16,0.0,180.0,18.0
left_hip,3,2,9,13,17,30,13,6,7,3,0.0,180.0,18.0
right_hip,3,5,1,16,22,22,14,5,10,5,0.0,175.37599920354262,17.53759992035426
left_knee,13,5,5,4,2,6,4,15,19,30,0.0,180.0,18.0
right_knee,4,3,9,2,5,4,9,13,22,32,0.0,180.0,18.0
