frame_id,p0_nose_x,p0_nose_y,p0_nose_c,p0_left_eye_x,p0_left_eye_y,p0_left_eye_c,p0_right_eye_x,p0_right_eye_y,p0_right_eye_c,p0_left_ear_x,p0_left_ear_y,p0_left_ear_c,p0_right_ear_x,p0_right_ear_y,p0_right_ear_c,p0_left_shoulder_x,p0_left_shoulder_y,p0_left_shoulder_c,p0_right_shoulder_x,p0_right_shoulder_y,p0_right_shoulder_c,p0_left_elbow_x,p0_left_elbow_y,p0_left_elbow_c,p0_right_elbow_x,p0_right_elbow_y,p0_right_elbow_c,p0_left_wrist_x,p0_left_wrist_y,p0_left_wrist_c,p0_right_wrist_x,p0_right_wrist_y,p0_right_wrist_c,p0_left_hip_x,p0_left_hip_y,p0_left_hip_c,p0_right_hip_x,p0_right_hip_y,p0_right_hip_c,p0_left_knee_x,p0_left_knee_y,p0_left_knee_c,p0_right_knee_x,p0_right_knee_y,p0_right_knee_c,p0_left_ankle_x,p0_left_ankle_y,p0_left_ankle_c,p0_right_ankle_x,p0_right_ankle_y,p0_right_ankle_c,p1_nose_x,p1_nose_y,p1_nose_c,p1_left_eye_x,p1_left_eye_y,p1_left_eye_c,p1_right_eye_x,p1_right_eye_y,p1_right_eye_c,p1_left_ear_x,p1_left_ear_y,p1_left_ear_c,p1_right_ear_x,p1_right_ear_y,p1_right_ear_c,p1_left_shoulder_x,p1_left_shoulder_y,p1_left_shoulder_c,p1_right_shoulder_x,p1_right_shoulder_y,p1_right_shoulder_c,p1_left_elbow_x,p1_left_elbow_y,p1_left_elbow_c,p1_right_elbow_x,p1_right_elbow_y,p1_right_elbow_c,p1_left_wrist_x,p1_left_wrist_y,p1_left_wrist_c,p1_right_wrist_x,p1_right_wrist_y,p1_right_wrist_c,p1_left_hip_x,p1_left_hip_y,p1_left_hip_c,p1_right_hip_x,p1_right_hip_y,p1_right_hip_c,p1_left_knee_x,p1_left_knee_y,p1_left_knee_c,p1_right_knee_x,p1_right_knee_y,p1_right_knee_c,p1_left_ankle_x,p1_left_ankle_y,p1_left_ankle_c,p1_right_ankle_x,p1_right_ankle_y,p1_right_ankle_c
0,172.5911102294922,84.13382720947266,0.47614023089408875,176.5638427734375,82.14540100097656,0.42202067375183105,169.61155700683594,81.15118408203125,0.5442795753479004,181.52976989746094,85.12803649902344,0.4372139871120453,165.63882446289062,85.12803649902344,0.4116891920566559,187.4888916015625,104.01811218261719,0.19052530825138092,158.6865234375,102.02967834472656,0.24462862312793732,194.44117736816406,122.90818786621094,0.09238533675670624,145.77513122558594,119.925537109375,0.31400930881500244,177.55703735351562,123.90240478515625,0.029330909252166748,133.85690307617188,122.90818786621094,0.28954175114631653,176.5638427734375,162.6767578125,0.0621417760848999,156.70016479492188,160.68832397460938,0.0563170425593853,175.57066345214844,205.427978515625,0.034229129552841187,151.73423767089844,206.42218017578125,0.030721552670001984,178.5502166748047,226.30648803710938,0.06628712266683578,152.7274169921875,226.30648803710938,0.04569092020392418,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,172.89678955078125,85.12232208251953,0.4427223801612854,176.8775634765625,82.13945007324219,0.43866777420043945,169.9112091064453,82.13945007324219,0.49015259742736816,182.8487091064453,85.12232208251953,0.3873906433582306,164.93524169921875,85.12232208251953,0.4065041244029999,188.8198699951172,105.00812530517578,0.21019360423088074,158.96408081054688,102.02525329589844,0.24483336508274078,194.79103088378906,122.90534973144531,0.10079523921012878,147.0217742919922,118.92819213867188,0.2805095314979553,177.87274169921875,122.90534973144531,0.0338660404086113,134.08425903320312,122.90534973144531,0.28856179118156433,176.8775634765625,161.6826629638672,0.06118995323777199,156.97369384765625,159.694091796875,0.059459734708070755,174.88717651367188,205.43142700195312,0.03475455194711685,151.9977264404297,206.42572021484375,0.031057588756084442,178.86795043945312,226.3115234375,0.06966495513916016,152.992919921875,226.3115234375,0.04656367748975754,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,173.19195556640625,84.27227783203125,0.4392629563808441,177.157958984375,81.28857421875,0.46449458599090576,170.2174530029297,80.29399871826172,0.5683327913284302,182.11546325683594,85.266845703125,0.39804619550704956,165.25994873046875,84.27227783203125,0.4643051326274872,188.064453125,104.16368103027344,0.19165000319480896,158.31944274902344,102.17454528808594,0.25748151540756226,192.03045654296875,119.08222961425781,0.09495379030704498,146.4214324951172,119.08222961425781,0.26637542247772217,177.157958984375,124.05508422851562,0.03783503174781799,133.53192138671875,123.06050872802734,0.2786574363708496,177.157958984375,158.86502075195312,0.06226826831698418,157.32794189453125,157.87045288085938,0.04478404298424721,176.1664581298828,200.636962890625,0.03853393346071243,152.3704376220703,202.6260986328125,0.04053424298763275,178.1494598388672,237.43606567382812,0.07396899908781052,149.39593505859375,237.43606567382812,0.06163078173995018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,173.51553344726562,84.04127502441406,0.43580761551856995,176.51222229003906,81.04769897460938,0.4970681667327881,169.5199432373047,81.04769897460938,0.5681781768798828,182.50559997558594,85.03913879394531,0.3820287883281708,165.52435302734375,84.04127502441406,0.5525707006454468,187.5000762939453,103.00059509277344,0.21714316308498383,158.53208923339844,101.0048828125,0.2531897723674774,191.49566650390625,118.96633911132812,0.1351998895406723,146.5453338623047,118.96633911132812,0.2706284821033478,177.5111083984375,122.95777893066406,0.03623093292117119,133.55967712402344,122.95777893066406,0.25508642196655273,177.5111083984375,158.8806915283203,0.057517096400260925,156.5343017578125,157.88284301757812,0.03638110309839249,176.51222229003906,200.790771484375,0.037512004375457764,152.53871154785156,201.78863525390625,0.03840431943535805,178.510009765625,237.7115478515625,0.0700606033205986,148.54312133789062,237.7115478515625,0.05725444480776787,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,174.0532989501953,85.21441650390625,0.4000195562839508,177.04782104492188,82.23033905029297,0.5048423409461975,171.0587615966797,82.23033905029297,0.4525167644023895,183.03689575195312,85.21441650390625,0.42751818895339966,166.06787109375,85.21441650390625,0.4372866451740265,187.02960205078125,103.11885070800781,0.20945075154304504,158.08245849609375,102.12416076660156,0.23691624402999878,197.01138305664062,122.01799011230469,0.1266886591911316,147.1024932861328,119.0339126586914,0.2808554172515869,201.00408935546875,135.94366455078125,0.10640650987625122,134.12619018554688,122.01799011230469,0.2506641447544098,178.04600524902344,158.82156372070312,0.05903155729174614,158.08245849609375,156.83218383789062,0.058489877730607986,176.04965209960938,202.58798217773438,0.032444216310977936,152.0933837890625,203.58267211914062,0.028965653851628304,179.044189453125,224.47116088867188,0.08016554266214371,154.08973693847656,224.47116088867188,0.04383073374629021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,173.8738555908203,85.06018829345703,0.5998948216438293,176.8722686767578,82.06666564941406,0.5162657499313354,170.8754425048828,82.06666564941406,0.5251105427742004,182.86911010742188,85.06018829345703,0.5521973371505737,165.87808227539062,85.06018829345703,0.5163767337799072,187.866455078125,104.01918029785156,0.29912716150283813,157.88229370117188,101.02565002441406,0.2623283267021179,200.85960388183594,122.97816467285156,0.21316425502300262,145.88864135742188,118.98680114746094,0.19937914609909058,202.85855102539062,137.94578552246094,0.08684360980987549,133.8949737548828,122.97816467285156,0.2252139300107956,177.8717498779297,159.89830017089844,0.07419450581073761,156.88282775878906,157.90261840820312,0.052078645676374435,177.8717498779297,202.80548095703125,0.0373372957110405,152.88494873046875,201.80764770507812,0.04405765235424042,178.8712158203125,237.7299346923828,0.07503243535757065,148.88705444335938,237.7299346923828,0.05925321206450462,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,174.4381103515625,83.68020629882812,0.594504714012146,177.4349822998047,81.69229125976562,0.5296984314918518,171.44125366210938,80.69833374023438,0.5809826254844666,183.42872619628906,85.66812896728516,0.45468005537986755,165.447509765625,83.68020629882812,0.46410608291625977,188.4235076904297,103.55940246582031,0.23754547536373138,157.45587158203125,101.57148742675781,0.22780543565750122,202.4088897705078,122.44464111328125,0.22869715094566345,144.4694366455078,118.46880340576172,0.19603149592876434,204.40679931640625,137.35403442382812,0.14113637804985046,133.4809112548828,122.44464111328125,0.23122091591358185,178.43394470214844,159.22116088867188,0.07007718086242676,157.45587158203125,157.23324584960938,0.06690630316734314,178.43394470214844,202.95538330078125,0.0331278033554554,152.46109008789062,202.95538330078125,0.036694467067718506,179.43289184570312,223.82855224609375,0.07622832804918289,150.46316528320312,223.82855224609375,0.05062481015920639,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,173.45274353027344,83.9471435546875,0.37988460063934326,177.4291534423828,81.96974182128906,0.41594964265823364,170.47044372558594,80.98104858398438,0.4728209674358368,182.399658203125,84.93583679199219,0.22964508831501007,165.49993896484375,84.93583679199219,0.28125444054603577,187.37014770507812,101.74369812011719,0.21666140854358673,157.54713439941406,100.7550048828125,0.1786254197359085,200.29345703125,118.55156707763672,0.18623490631580353,144.6238250732422,118.55156707763672,0.11152241379022598,206.25807189941406,133.3820343017578,0.12230625003576279,134.6828155517578,122.50636291503906,0.09265179187059402,181.40554809570312,129.42724609375,0.07567217946052551,161.52352905273438,130.4159393310547,0.07380867749452591,197.3111572265625,141.2916259765625,0.03196629881858826,135.67691040039062,142.2803192138672,0.015842856839299202,196.3170623779297,146.235107421875,0.017768753692507744,178.42324829101562,146.235107421875,0.014069031924009323,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,173.64154052734375,84.70284271240234,0.4282526671886444,177.61952209472656,81.71829986572266,0.4153132438659668,170.65806579589844,80.72345733642578,0.4897495210170746,182.59197998046875,85.69769287109375,0.3051655888557434,164.6911163330078,84.70284271240234,0.29617077112197876,186.56996154785156,102.6100845336914,0.2366381287574768,156.73516845703125,100.62039184570312,0.1985553503036499,198.50387573242188,117.53278350830078,0.18568360805511475,143.8067626953125,117.53278350830078,0.15430448949337006,207.45431518554688,129.470947265625,0.15793852508068085,134.8563232421875,120.51731872558594,0.08123703300952911,181.5974884033203,132.45547485351562,0.0703476294875145,161.7076416015625,132.45547485351562,0.0761757344007492,203.47634887695312,141.4091033935547,0.03435568884015083,146.7902374267578,159.31634521484375,0.02558056265115738,203.47634887695312,159.31634521484375,0.05053433030843735,199.4983673095703,152.3524169921875,0.018703432753682137,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,172.49302673339844,83.52336120605469,0.55571049451828,176.47366333007812,81.52839660644531,0.48517870903015137,169.50755310058594,80.53091430664062,0.583271861076355,182.44461059570312,85.51832580566406,0.3400939702987671,164.53176879882812,84.52084350585938,0.3259667754173279,185.43008422851562,102.47549438476562,0.27244845032691956,156.57049560546875,100.48052978515625,0.20282334089279175,196.3768310546875,117.43770599365234,0.2626986801624298,144.62860107421875,116.44022369384766,0.17194628715515137,207.3235626220703,126.41503143310547,0.2404157668352127,130.69638061523438,116.44022369384766,0.11421826481819153,180.45428466796875,130.4049530029297,0.0802399143576622,160.55113220214844,130.4049530029297,0.07880998402833939,203.34292602539062,140.3797607421875,0.06533019989728928,152.58985900878906,147.36212158203125,0.0130716348066926,205.333251953125,147.36212158203125,0.021662119776010513,126.71575164794922,147.36212158203125,0.05898105353116989,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
