Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,131,69,27,10,4,0,1,2,0,1,0.02636354915806644,20.63548688421949,2.0609123335061423
right_shoulder,124,75,22,16,6,0,0,0,1,1,0.13516591666635336,18.090890371140965,1.7955724454474615
left_elbow,161,39,10,1,0,0,0,2,24,8,0.1264884038008012,37.727658756679475,3.7601170352878674
right_elbow,48,66,55,34,14,11,7,7,2,1,0.20489639506760388,9.82215101373746,0.9617254618669857
left_hip,70,84,37,24,13,7,7,2,0,1,0.14594567506369496,12.173401439848375,1.202745576478468
right_hip,67,84,40,26,11,8,5,2,1,1,0.04789668080004523,12.193428406253805,1.214553172545376
left_knee,80,80,40,18,11,11,2,1,0,2,0.06827372566792655,14.24825156761282,1.417997784194489
right_knee,90,82,32,18,10,6,2,1,1,3,0.1262702420414555,15.990669811207704,1.586439956916625
