Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,2,1,3,21,105,89,18,5,1,1,-59.03663815045786,60.02426796853522,11.906090611899309
right_shoulder,12,17,30,44,55,51,25,6,5,1,-12.353199889403436,16.677634294087042,2.9030834183490466
left_elbow,4,11,6,19,96,80,13,7,8,2,-109.90944055492812,113.03611095063435,22.29455515055625
right_elbow,1,4,7,40,119,59,7,6,1,2,-74.40299856712481,85.96537035383558,16.03683689209604
left_hip,1,2,8,28,78,90,32,5,0,2,-26.543963753254715,26.478273883315733,5.302223763657047
right_hip,1,3,6,27,47,70,49,27,13,3,-19.16629367343286,15.421871487310135,3.4588165160743003
left_knee,2,1,3,1,67,152,15,1,1,3,-70.60108689281341,63.38289796715927,13.39839848599727
right_knee,2,6,7,135,84,7,3,1,0,1,-111.8828069900372,173.21713167372545,28.509993866376263
