Joints,0,1,2,3,4,5,6,7,8,9,Min,Max,Step
left_shoulder,49,34,11,5,11,18,8,8,5,3,0.0,171.6182445161885,17.16182445161885
right_shoulder,47,22,6,13,23,14,11,10,4,2,0.0,153.8720260034133,15.38720260034133
left_elbow,53,19,5,11,12,12,16,8,8,8,0.0,178.2830753938578,17.828307539385783
right_elbow,51,6,13,5,26,6,4,13,24,4,0.0,174.079391728308,17.4079391728308
left_hip,29,10,14,25,25,14,13,12,3,7,0.0,180.0,18.0
right_hip,18,20,9,15,18,33,6,5,18,10,0.0,180.0,18.0
left_knee,26,6,3,10,4,8,7,15,19,54,0.0,180.0,18.0
right_knee,14,8,19,10,7,4,4,23,20,43,0.0,180.0,18.0
